ECG_VALUE,ECG_TIME,BPM_VALUE,BPM_TIME,AUX_VALUE,AUX_TIME,PPG_VALUE,PPG_TIME
1949,918879,-3.9431200000000004,918879,51,918879,63324,918880,
1960,918905,-4.0968800000000005,918905,51,918905,63367,918899,
2012,918911,-4.02,918911,51,918911,63407,918909,
2002,918941,-3.9431200000000004,918941,51,918941,63531,918939,
2098,918945,-4.0968800000000005,918945,51,918945,63531,918939,
2192,918951,-3.9431200000000004,918951,50,918951,63524,918949,
2059,918955,-4.0968800000000005,918955,50,918955,63524,918949,
1989,918957,-4.0968800000000005,918957,50,918957,63526,918957,
1957,918959,-4.0968800000000005,918959,50,918959,63540,918959,
2178,918969,-4.17376,918969,51,918969,63580,918969,
2154,918971,-4.0968800000000005,918971,50,918971,63580,918969,
1937,918979,-3.9431200000000004,918979,52,918979,63584,918979,
2028,919007,-4.02,919007,50,919007,63634,919007,
2032,919019,-4.17376,919019,51,919019,63663,919019,
2075,919057,-4.0968800000000005,919057,51,919057,63723,919057,
1864,919061,-4.0968800000000005,919061,51,919061,63702,919062,
2293,919069,-4.17376,919069,52,919069,63728,919069,
1906,919097,-4.0968800000000005,919097,51,919097,63718,919092,
1866,919099,-4.0968800000000005,919099,50,919099,63732,919099,
2269,919111,-4.0968800000000005,919111,51,919111,63693,919112,
2028,919117,-3.9431200000000004,919117,51,919117,63693,919112,
1974,919119,-4.250640000000001,919119,51,919119,63727,919119,
1974,919121,-4.0968800000000005,919121,51,919121,63721,919121,
2003,919151,-4.0968800000000005,919151,50,919151,63778,919151,
1962,919157,-4.0968800000000005,919157,51,919157,63778,919151,
2051,919161,-4.17376,919161,51,919161,63774,919161,
2168,919167,-4.0968800000000005,919167,51,919167,63774,919161,
2188,919169,-4.02,919169,52,919169,63785,919169,
2170,919171,-3.9431200000000004,919171,52,919171,63776,919171,
1962,919177,-4.17376,919177,52,919177,63776,919171,
1980,919197,-4.0968800000000005,919197,52,919197,63790,919191,
1970,919201,-4.0968800000000005,919201,51,919201,63785,919201,
2118,919207,-4.17376,919207,52,919207,63785,919201,
2102,919211,-4.0968800000000005,919211,51,919211,63776,919211,
1937,919219,-4.0968800000000005,919219,52,919219,63755,919219,
2019,919221,-4.17376,919221,51,919221,63768,919221,
2372,919227,-4.17376,919227,52,919227,63768,919221,
2491,919229,-4.0968800000000005,919229,51,919229,63741,919229,
2606,919251,-4.48128,919251,51,919251,63785,919251,
1379,919259,-4.17376,919259,50,919259,63797,919259,
1142,919261,-4.17376,919261,50,919261,63803,919261,
1368,919269,-4.0968800000000005,919269,52,919269,63813,919269,
2091,919291,-3.9431200000000004,919291,51,919291,63812,919291,
2070,919299,-4.0968800000000005,919299,52,919299,63823,919299,
2176,919309,-4.02,919309,52,919309,63810,919309,
2153,919311,-4.17376,919311,52,919311,63846,919311,
1876,919319,-4.0968800000000005,919319,51,919319,63858,919320,
2028,919361,-4.17376,919361,49,919361,63836,919359,
2197,919365,-4.17376,919365,51,919365,63836,919359,
2121,919385,-4.0968800000000005,919385,51,919385,63899,919379,
2078,919389,-4.17376,919389,51,919389,63900,919389,
2416,919407,-4.17376,919407,51,919407,63853,919407,
2241,919435,-4.0968800000000005,919435,51,919435,63832,919429,
2171,919437,-4.0968800000000005,919437,51,919437,63865,919437,
2116,919439,-4.17376,919439,51,919439,63830,919439,
2094,919441,-4.17376,919441,51,919441,63830,919439,
2103,919461,-4.17376,919461,52,919461,63870,919459,
2352,919469,-4.0968800000000005,919469,51,919469,63846,919469,
2053,919479,-4.17376,919479,51,919479,63826,919479,
2049,919481,-4.17376,919481,52,919481,63826,919479,
2149,919491,-4.0968800000000005,919491,52,919491,63758,919492,
1895,919499,-4.17376,919499,51,919499,63761,919499,
1837,919521,-4.0968800000000005,919521,52,919521,63429,919522,
1901,919527,-4.17376,919527,51,919527,63436,919527,
1894,919529,-4.17376,919529,51,919529,63436,919527,
1820,919537,-3.6356,919537,51,919537,63387,919532,
1952,919551,-4.0968800000000005,919551,51,919551,63232,919552,
1754,919559,-4.17376,919559,51,919559,63232,919557,
2109,919571,-4.0968800000000005,919571,52,919571,63193,919571,
1974,919577,-4.17376,919577,52,919577,63193,919571,
2014,919591,-4.17376,919591,51,919591,63254,919591,
2082,919601,-4.0968800000000005,919601,51,919601,63303,919601,
2097,919611,-4.17376,919611,50,919611,63340,919611,
1888,919617,-4.250640000000001,919617,51,919617,63340,919611,
1949,919637,-4.17376,919637,51,919637,63408,919631,
2300,919651,-4.17376,919651,52,919651,63477,919651,
1992,919661,-4.17376,919661,50,919661,63506,919661,
2086,919671,-4.17376,919671,51,919671,63535,919671,
2129,919691,-4.17376,919691,51,919691,63568,919691,
2218,919751,-4.250640000000001,919751,51,919751,63643,919751,
2051,919759,-4.250640000000001,919759,51,919759,63656,919759,
2043,919761,-4.17376,919761,51,919761,63666,919761,
2142,919767,-4.250640000000001,919767,51,919767,63666,919761,
2191,919769,-4.0968800000000005,919769,52,919769,63643,919769,
2131,919791,-4.17376,919791,51,919791,63665,919790,
2121,919799,-4.250640000000001,919799,52,919799,63668,919800,
2194,919811,-4.250640000000001,919811,51,919811,63659,919810,
2117,919819,-4.17376,919819,50,919819,63655,919819,
1928,919837,-4.17376,919837,50,919837,63713,919837,
2277,919847,-4.17376,919847,51,919847,63690,919847,
2309,919849,-4.17376,919849,52,919849,63703,919849,
2249,919851,-4.17376,919851,52,919851,63703,919849,
1794,919859,-4.250640000000001,919859,52,919859,63703,919859,
1986,919881,-4.0968800000000005,919881,51,919881,63678,919879,
2057,919887,-4.17376,919887,52,919887,63692,919887,
1944,919899,-4.0968800000000005,919899,51,919899,63669,919899,
2086,919905,-4.250640000000001,919905,51,919905,63669,919899,
2094,919949,-4.17376,919949,51,919949,63759,919949,
2083,919951,-4.250640000000001,919951,51,919951,63758,919952,
2125,919955,-4.17376,919955,51,919955,63758,919952,
2188,919957,-4.250640000000001,919957,51,919957,63758,919952,
2600,919977,-4.17376,919977,52,919977,63772,919972,
1343,919999,-4.17376,919999,51,919999,63813,919997,
1513,920001,-4.0968800000000005,920001,50,920001,63836,920002,
1989,920007,-4.250640000000001,920007,50,920007,63836,920002,
2086,920009,-4.17376,920009,51,920009,63804,920009,
2062,920031,-4.17376,920031,51,920031,63804,920031,
2085,920041,-4.250640000000001,920041,52,920041,63820,920041,
2212,920069,-4.250640000000001,920069,51,920069,63850,920069,
1950,920079,-4.32752,920079,51,920079,63867,920079,
1976,920081,-4.0968800000000005,920081,51,920081,63868,920081,
2237,920087,-4.17376,920087,51,920087,63868,920081,
2264,920091,-4.250640000000001,920091,51,920091,63870,920091,
1872,920101,-4.711919999999999,920101,51,920101,63865,920101,
2258,920109,-4.0968800000000005,920109,52,920109,63895,920109,
2270,920111,-4.250640000000001,920111,51,920111,63884,920111,
2065,920139,-4.250640000000001,920139,51,920139,63842,920139,
2040,920161,-4.250640000000001,920161,51,920161,63830,920161,
2384,920167,-4.32752,920167,51,920167,63830,920161,
2104,920211,-4.250640000000001,920211,52,920211,63784,920211,
1948,920217,-4.250640000000001,920217,51,920217,63784,920211,
2014,920219,-3.9431200000000004,920219,51,920219,63775,920219,
2026,920247,-4.250640000000001,920247,51,920247,63471,920248,
1952,920271,-4.17376,920271,52,920271,63176,920270,
1693,920279,-4.250640000000001,920279,51,920279,63110,920279,
1735,920299,-4.32752,920299,51,920299,63142,920299,
2085,920327,-4.250640000000001,920327,51,920327,63131,920327,
2106,920329,-4.7888,920329,51,920329,63184,920329,
2080,920331,-4.17376,920331,50,920331,63184,920329,
1952,920339,-4.250640000000001,920339,52,920339,63195,920339,
2170,920371,-4.250640000000001,920371,52,920371,63316,920369,
1913,920379,-4.250640000000001,920379,50,920379,63365,920379,
1893,920381,-4.250640000000001,920381,51,920381,63365,920379,
1961,920419,-4.250640000000001,920419,51,920419,63522,920417,
2153,920429,-4.250640000000001,920429,52,920429,63551,920429,
2023,920435,-4.250640000000001,920435,52,920435,63510,920436,
1995,920459,-4.250640000000001,920459,51,920459,63597,920459,
1922,920519,-4.250640000000001,920519,51,920519,63610,920519,
1932,920521,-4.32752,920521,51,920521,63661,920522,
2082,920525,-4.32752,920525,52,920525,63661,920522,
2200,920541,-4.32752,920541,51,920541,63627,920542,
2172,920549,-4.250640000000001,920549,52,920549,63587,920549,
2076,920561,-4.250640000000001,920561,51,920561,63668,920561,
2235,920569,-4.32752,920569,52,920569,63698,920569,
2092,920589,-4.250640000000001,920589,52,920589,63679,920589,
1956,920601,-4.32752,920601,51,920601,63665,920601,
2069,920611,-4.250640000000001,920611,51,920611,63648,920611,
1863,920617,-4.250640000000001,920617,51,920617,63648,920611,
1850,920619,-4.404400000000001,920619,51,920619,63664,920619,
1969,920639,-4.32752,920639,50,920639,63709,920639,
1933,920641,-4.32752,920641,51,920641,63711,920641,
2065,920657,-4.32752,920657,51,920657,63727,920651,
2150,920669,-4.250640000000001,920669,51,920669,63743,920669,
2849,920689,-4.32752,920689,51,920689,63748,920689,
2609,920701,-4.32752,920701,52,920701,63786,920701,
1010,920717,-4.32752,920717,51,920717,63765,920718,
1048,920719,-4.250640000000001,920719,51,920719,63772,920720,
2296,920745,-4.250640000000001,920745,52,920745,63762,920739,
2286,920749,-4.32752,920749,51,920749,63763,920749,
1860,920801,-4.32752,920801,51,920801,63805,920799,
2049,920815,-4.32752,920815,52,920815,63797,920809,
2028,920817,-4.32752,920817,51,920817,63807,920817,
2033,920819,-4.32752,920819,51,920819,63781,920819,
2056,920845,-4.32752,920845,50,920845,63827,920839,
2135,920847,-4.32752,920847,50,920847,63828,920847,
2210,920851,-4.32752,920851,51,920851,63841,920849,
2030,920861,-4.250640000000001,920861,50,920861,63852,920859,
2024,920877,-4.32752,920877,51,920877,63880,920877,
2074,920879,-4.17376,920879,51,920879,63880,920877,
2130,920899,-4.32752,920899,52,920899,63869,920899,
2132,920917,-4.32752,920917,52,920917,63883,920912,
2152,920919,-4.32752,920919,52,920919,63880,920919,
2170,920921,-4.404400000000001,920921,51,920921,63880,920919,
2253,920925,-4.32752,920925,52,920925,63843,920926,
2294,920927,-4.250640000000001,920927,52,920927,63843,920926,
2162,920949,-4.48128,920949,51,920949,63763,920949,
2141,920951,-4.32752,920951,51,920951,63718,920951,
1874,920961,-4.32752,920961,51,920961,63629,920961,
2032,920971,-4.32752,920971,51,920971,63534,920971,
1795,920977,-4.404400000000001,920977,51,920977,63534,920971,
1765,921001,-4.404400000000001,921001,51,921001,63214,921001,
1909,921027,-4.32752,921027,50,921027,63139,921021,
1865,921029,-4.404400000000001,921029,51,921029,63155,921029,
1891,921059,-4.404400000000001,921059,51,921059,63186,921059,
2243,921067,-4.404400000000001,921067,51,921067,63199,921061,
1960,921081,-4.32752,921081,51,921081,63278,921081,
2249,921089,-4.48128,921089,52,921089,63309,921089,
1915,921099,-4.32752,921099,51,921099,63355,921099,
2190,921127,-4.48128,921127,51,921127,63451,921121,
2180,921129,-4.32752,921129,51,921129,63484,921129,
2178,921147,-4.32752,921147,51,921147,63523,921141,
2098,921196,-4.404400000000001,921196,51,921196,63604,921190,
2076,921197,-4.404400000000001,921197,51,921197,63604,921190,
2061,921199,-4.32752,921199,51,921199,63605,921199,
2105,921221,-4.404400000000001,921221,51,921221,63658,921219,
2232,921227,-4.404400000000001,921227,52,921227,63643,921227,
2242,921229,-4.250640000000001,921229,52,921229,63666,921229,
2140,921247,-4.32752,921247,52,921247,63603,921247,
2021,921271,-4.404400000000001,921271,51,921271,63587,921269,
2245,921287,-4.404400000000001,921287,51,921287,63623,921287,
1885,921301,-4.48128,921301,51,921301,63632,921299,
2049,921305,-4.404400000000001,921305,51,921305,63632,921299,
2148,921327,-4.32752,921327,51,921327,63659,921327,
1953,921339,-4.404400000000001,921339,51,921339,63702,921339,
2152,921351,-4.404400000000001,921351,52,921351,63684,921352,
2191,921365,-4.48128,921365,52,921365,63684,921366,
2628,921395,-4.32752,921395,52,921395,63728,921396,
2393,921397,-4.404400000000001,921397,51,921397,63728,921396,
2139,921399,-4.32752,921399,51,921399,63713,921399,
2193,921429,-4.404400000000001,921429,52,921429,63742,921429,
1986,921439,-4.404400000000001,921439,52,921439,63766,921439,
1988,921441,-4.32752,921441,51,921441,63777,921441,
1881,921459,-4.32752,921459,50,921459,63800,921459,
1969,921461,-4.32752,921461,50,921461,63808,921461,
2387,921467,-4.558160000000001,921467,51,921467,63808,921461,
2412,921469,-4.404400000000001,921469,52,921469,63810,921469,
2333,921471,-4.404400000000001,921471,52,921471,63812,921471,
2129,921501,-4.404400000000001,921501,51,921501,63824,921501,
2086,921511,-4.404400000000001,921511,52,921511,63824,921501,
1983,921515,-4.404400000000001,921515,52,921515,63828,921515,
1980,921517,-4.32752,921517,51,921517,63828,921515,
2020,921519,-4.32752,921519,51,921519,63771,921519,
2198,921535,-4.404400000000001,921535,51,921535,63821,921532,
2093,921539,-4.404400000000001,921539,51,921539,63810,921539,
2150,921557,-4.404400000000001,921557,51,921557,63825,921552,
2089,921561,-4.404400000000001,921561,52,921561,63828,921562,
2205,921565,-4.404400000000001,921565,51,921565,63828,921562,
2289,921567,-4.48128,921567,51,921567,63828,921562,
2323,921569,-4.404400000000001,921569,51,921569,63840,921569,
2093,921596,-4.404400000000001,921596,51,921596,63848,921590,
2092,921597,-4.32752,921597,52,921597,63880,921598,
1994,921617,-4.404400000000001,921617,51,921617,63843,921618,
2357,921631,-4.48128,921631,52,921631,63725,921630,
2018,921636,-4.404400000000001,921636,52,921636,63725,921630,
2137,921647,-4.32752,921647,52,921647,63603,921648,
2139,921649,-4.48128,921649,51,921649,63564,921650,
2100,921651,-4.404400000000001,921651,51,921651,63564,921650,
1977,921666,-4.48128,921666,50,921666,63440,921660,
1996,921667,-4.404400000000001,921667,51,921667,63353,921668,
1994,921669,-4.404400000000001,921669,50,921669,63292,921670,
1963,921671,-4.404400000000001,921671,50,921671,63292,921670,
1846,921677,-4.404400000000001,921677,50,921677,63209,921678,
1864,921696,-4.404400000000001,921696,51,921696,63100,921690,
1777,921697,-4.404400000000001,921697,52,921697,63100,921690,
2011,921715,-4.404400000000001,921715,51,921715,62996,921709,
1992,921761,-4.404400000000001,921761,51,921761,63139,921759,
2055,921765,-4.48128,921765,51,921765,63139,921759,
2108,921767,-4.32752,921767,51,921767,63142,921767,
2125,921769,-4.48128,921769,51,921769,63186,921769,
1937,921775,-4.404400000000001,921775,52,921775,63186,921769,
2133,921799,-4.404400000000001,921799,51,921799,63339,921797,
2178,921851,-4.32752,921851,51,921851,63497,921852,
2104,921855,-4.404400000000001,921855,51,921855,63497,921852,
2081,921859,-4.404400000000001,921859,51,921859,63525,921859,
2194,921867,-4.404400000000001,921867,51,921867,63534,921862,
2143,921869,-4.404400000000001,921869,52,921869,63542,921869,
1931,921899,-4.48128,921899,51,921899,63563,921899,
2075,921917,-4.404400000000001,921917,51,921917,63589,921911,
1988,921961,-4.48128,921961,50,921961,63594,921961,
2144,921967,-4.48128,921967,51,921967,63594,921961,
2121,921969,-4.48128,921969,52,921969,63582,921969,
2090,921989,-4.48128,921989,52,921989,63559,921989,
1942,921997,-4.250640000000001,921997,51,921997,63552,921991,
2246,922007,-4.48128,922007,51,922007,63547,922001,
2211,922011,-4.48128,922011,51,922011,63592,922011,
2022,922051,-4.48128,922051,51,922051,63620,922051,
2038,922057,-4.48128,922057,51,922057,63620,922051,
2113,922059,-4.404400000000001,922059,51,922059,63646,922059,
2750,922081,-4.404400000000001,922081,52,922081,63686,922081,
2541,922087,-4.404400000000001,922087,51,922087,63686,922081,
2323,922089,-4.558160000000001,922089,51,922089,63703,922090,
1608,922107,-4.404400000000001,922107,51,922107,63676,922108,
2068,922127,-4.48128,922127,51,922127,63705,922120,
2092,922137,-4.48128,922137,51,922137,63714,922137,
2164,922147,-4.404400000000001,922147,51,922147,63745,922147,
2183,922151,-4.404400000000001,922151,51,922151,63743,922149,
2114,922171,-4.404400000000001,922171,51,922171,63758,922169,
2140,922191,-4.404400000000001,922191,51,922191,63732,922189,
2143,922201,-4.48128,922201,51,922201,63741,922199,
2226,922205,-4.404400000000001,922205,52,922205,63741,922199,
2129,922227,-4.558160000000001,922227,51,922227,63749,922227,
2137,922241,-4.404400000000001,922241,51,922241,63784,922239,
2163,922245,-4.48128,922245,51,922245,63784,922239,
2184,922247,-4.48128,922247,50,922247,63784,922247,
2190,922249,-4.558160000000001,922249,51,922249,63779,922249,
2208,922287,-4.404400000000001,922287,51,922287,63756,922286,
2067,922321,-4.48128,922321,51,922321,63647,922322,
1779,922337,-4.558160000000001,922337,51,922337,63473,922337,
1866,922341,-4.48128,922341,51,922341,63339,922342,
2058,922347,-4.48128,922347,51,922347,63339,922342,
2029,922349,-4.404400000000001,922349,51,922349,63271,922349,
1893,922371,-4.48128,922371,51,922371,62947,922371,
2102,922391,-4.48128,922391,52,922391,62893,922391,
1722,922397,-4.48128,922397,51,922397,62893,922391,
1757,922401,-4.48128,922401,51,922401,62894,922401,
2109,922441,-4.32752,922441,51,922441,63002,922441,
2159,922467,-4.404400000000001,922467,51,922467,63048,922461,
2172,922469,-4.48128,922469,51,922469,63094,922469,
2139,922471,-4.404400000000001,922471,51,922471,63089,922471,
2202,922487,-4.48128,922487,50,922487,63159,922481,
1954,922497,-4.404400000000001,922497,51,922497,63202,922491,
1910,922499,-4.558160000000001,922499,51,922499,63236,922499,
1885,922501,-4.404400000000001,922501,51,922501,63256,922501,
2099,922529,-4.48128,922529,51,922529,63392,922529,
2092,922531,-4.558160000000001,922531,51,922531,63392,922529,
2031,922547,-4.404400000000001,922547,51,922547,63417,922547,
2064,922557,-4.48128,922557,51,922557,63442,922557,
2040,922605,-4.404400000000001,922605,51,922605,63454,922599,
2145,922607,-4.558160000000001,922607,51,922607,63447,922607,
2232,922609,-4.48128,922609,51,922609,63434,922610,
2254,922611,-4.48128,922611,51,922611,63434,922610,
2048,922615,-4.558160000000001,922615,50,922615,63434,922610,
1925,922617,-4.558160000000001,922617,51,922617,63429,922617,
2133,922635,-4.48128,922635,51,922635,63449,922630,
2149,922637,-4.48128,922637,51,922637,63453,922637,
2117,922639,-4.404400000000001,922639,51,922639,63456,922639,
2060,922641,-4.48128,922641,52,922641,63456,922639,
2263,922667,-4.48128,922667,49,922667,63438,922667,
1847,922699,-4.404400000000001,922699,51,922699,63486,922699,
1968,922705,-4.48128,922705,51,922705,63486,922699,
2119,922709,-4.48128,922709,52,922709,63495,922709,
2094,922711,-4.48128,922711,51,922711,63495,922709,
2012,922737,-4.48128,922737,52,922737,63510,922732,
2010,922755,-4.558160000000001,922755,52,922755,63530,922752,
2070,922767,-4.404400000000001,922767,52,922767,63556,922762,
2304,922805,-4.558160000000001,922805,51,922805,63661,922802,
2728,922815,-4.63504,922815,52,922815,63675,922812,
2746,922817,-4.63504,922817,51,922817,63687,922817,
2782,922819,-4.558160000000001,922819,52,922819,63687,922817,
1089,922841,-4.558160000000001,922841,51,922841,63694,922841,
1578,922849,-4.48128,922849,51,922849,63693,922849,
1907,922857,-4.558160000000001,922857,51,922857,63695,922851,
1909,922879,-4.558160000000001,922879,51,922879,63725,922879,
2150,922897,-4.48128,922897,51,922897,63716,922891,
2107,922911,-4.404400000000001,922911,52,922911,63692,922911,
2020,922917,-4.404400000000001,922917,52,922917,63692,922911,
2016,922919,-4.48128,922919,51,922919,63675,922919,
2037,922921,-4.48128,922921,52,922921,63668,922921,
2122,922961,-4.558160000000001,922961,51,922961,63739,922961,
2318,922967,-4.558160000000001,922967,51,922967,63739,922961,
1896,923001,-4.558160000000001,923001,51,923001,63785,923001,
2008,923017,-4.558160000000001,923017,45,923017,63741,923017,
2001,923019,-4.558160000000001,923019,51,923019,63794,923019,
2173,923045,-4.48128,923045,52,923045,63745,923039,
2054,923061,-4.404400000000001,923061,52,923061,63604,923059,
1994,923069,-4.48128,923069,51,923069,63509,923069,
2105,923077,-4.48128,923077,51,923077,63371,923077,
2126,923079,-4.558160000000001,923079,51,923079,63309,923079,
2056,923087,-4.558160000000001,923087,51,923087,63193,923087,
2018,923089,-4.48128,923089,52,923089,63090,923089,
1986,923091,-4.48128,923091,51,923091,63090,923089,
1845,923097,-4.558160000000001,923097,51,923097,62991,923097,
1798,923101,-4.558160000000001,923101,50,923101,62920,923099,
1890,923105,-4.558160000000001,923105,51,923105,62920,923099,
1972,923107,-4.558160000000001,923107,52,923107,62875,923107,
1868,923127,-4.558160000000001,923127,51,923127,62771,923127,
1848,923131,-4.48128,923131,51,923131,62738,923129,
2290,923147,-4.48128,923147,51,923147,62750,923147,
2198,923187,-4.558160000000001,923187,51,923187,62879,923182,
1968,923199,-4.48128,923199,52,923199,62968,923199,
2000,923201,-4.48128,923201,52,923201,62907,923202,
2121,923209,-4.48128,923209,52,923209,62997,923207,
2259,923227,-4.63504,923227,51,923227,63023,923226,
2338,923229,-4.48128,923229,51,923229,63033,923229,
2090,923261,-4.48128,923261,52,923261,63203,923261,
2149,923287,-4.404400000000001,923287,51,923287,63284,923281,
2180,923289,-4.558160000000001,923289,51,923289,63294,923289,
1830,923301,-4.48128,923301,51,923301,63349,923301,
2137,923337,-4.558160000000001,923337,52,923337,63361,923331,
2121,923339,-4.63504,923339,52,923339,63380,923339,
2098,923341,-4.48128,923341,52,923341,63350,923341,
2004,923351,-4.558160000000001,923351,53,923351,63353,923351,
1913,923357,-4.63504,923357,50,923357,63353,923351,
2000,923359,-4.48128,923359,51,923359,63338,923359,
2103,923361,-4.63504,923361,52,923361,63342,923361,
2051,923381,-4.558160000000001,923381,51,923381,63304,923381,
2114,923387,-4.558160000000001,923387,52,923387,63304,923381,
2157,923389,-4.48128,923389,51,923389,63319,923389,
2107,923399,-4.0968800000000005,923399,51,923399,63300,923399,
2086,923401,-4.48128,923401,51,923401,63304,923401,
2091,923407,-4.558160000000001,923407,52,923407,63304,923401,
2147,923427,-4.558160000000001,923427,51,923427,63334,923421,
2089,923437,-4.558160000000001,923437,52,923437,63334,923431,
2158,923441,-4.48128,923441,51,923441,63366,923441,
2194,923449,-4.558160000000001,923449,51,923449,63389,923449,
2160,923451,-4.558160000000001,923451,52,923451,63407,923451,
2059,923471,-4.48128,923471,50,923471,63467,923470,
1905,923481,-4.48128,923481,51,923481,63462,923480,
2010,923491,-4.558160000000001,923491,52,923491,63481,923490,
2010,923496,-4.48128,923496,51,923496,63481,923490,
1941,923521,-4.558160000000001,923521,52,923521,63554,923520,
2083,923531,-4.558160000000001,923531,51,923531,63515,923529,
2025,923541,-4.558160000000001,923541,51,923541,63553,923539,
2160,923545,-4.48128,923545,51,923545,63553,923539,
2189,923547,-4.48128,923547,51,923547,63542,923547,
2884,923567,-4.48128,923567,51,923567,63579,923567,
2957,923569,-4.48128,923569,52,923569,63588,923569,
2208,923631,-4.63504,923631,51,923631,63630,923629,
1891,923635,-4.558160000000001,923635,51,923635,63630,923629,
1805,923637,-4.558160000000001,923637,50,923637,63634,923637,
1809,923639,-4.48128,923639,52,923639,63646,923639,
2149,923677,-4.48128,923677,51,923677,63627,923672,
2058,923685,-4.711919999999999,923685,51,923685,63658,923682,
2096,923691,-4.48128,923691,52,923691,63711,923692,
2107,923697,-4.558160000000001,923697,51,923697,63711,923692,
2131,923699,-4.63504,923699,52,923699,63696,923699,
1968,923719,-4.558160000000001,923719,51,923719,63694,923719,
2064,923721,-4.558160000000001,923721,51,923721,63695,923721,
2242,923727,-4.711919999999999,923727,51,923727,63695,923721,
1821,923741,-4.48128,923741,51,923741,63729,923741,
2221,923761,-4.558160000000001,923761,51,923761,63747,923761,
2269,923767,-4.558160000000001,923767,51,923767,63747,923761,
2129,923777,-4.48128,923777,51,923777,63750,923771,
2126,923779,-4.558160000000001,923779,52,923779,63753,923779,
2130,923781,-4.558160000000001,923781,51,923781,63728,923781,
2217,923787,-4.48128,923787,51,923787,63728,923781,
2229,923791,-4.48128,923791,52,923791,63716,923791,
2011,923801,-4.558160000000001,923801,51,923801,63659,923801,
2117,923809,-4.558160000000001,923809,51,923809,63600,923809,
2216,923827,-4.865679999999999,923827,51,923827,63383,923821,
2112,923829,-4.558160000000001,923829,51,923829,63267,923829,
1869,923841,-4.48128,923841,51,923841,62943,923841,
2012,923851,-4.48128,923851,52,923851,62779,923851,
1669,923857,-4.558160000000001,923857,51,923857,62779,923851,
2111,923891,-5.1732,923891,51,923891,62646,923891,
1774,923901,-4.558160000000001,923901,51,923901,62660,923901,
1922,923907,-4.48128,923907,51,923907,62660,923901,
2002,923939,-4.711919999999999,923939,51,923939,62790,923940,
2208,923949,-4.558160000000001,923949,50,923949,62842,923950,
2155,923951,-4.558160000000001,923951,51,923951,62842,923950,
2097,923967,-4.48128,923967,51,923967,62879,923960,
2074,923969,-4.558160000000001,923969,51,923969,62916,923969,
2219,924005,-4.558160000000001,924005,52,924005,63079,923999,
2230,924007,-4.558160000000001,924007,51,924007,63083,924007,
2221,924009,-4.558160000000001,924009,51,924009,63119,924009,
2179,924011,-4.558160000000001,924011,51,924011,63119,924009,
2008,924015,-4.63504,924015,51,924015,63119,924009,
1965,924019,-4.558160000000001,924019,51,924019,63132,924019,
2001,924037,-4.558160000000001,924037,51,924037,63183,924037,
1984,924039,-4.48128,924039,51,924039,63189,924039,
1981,924041,-4.48128,924041,51,924041,63189,924039,
1986,924057,-4.558160000000001,924057,50,924057,63225,924057,
2368,924069,-4.558160000000001,924069,52,924069,63252,924069,
2312,924071,-4.558160000000001,924071,51,924071,63252,924069,
2018,924075,-4.48128,924075,52,924075,63252,924069,
1874,924077,-4.558160000000001,924077,51,924077,63242,924077,
1797,924079,-4.558160000000001,924079,51,924079,63262,924079,
2069,924111,-4.558160000000001,924111,51,924111,63224,924112,
1830,924117,-4.63504,924117,51,924117,63224,924112,
1851,924119,-4.63504,924119,51,924119,63272,924119,
1913,924121,-4.558160000000001,924121,51,924121,63272,924119,
2138,924145,-4.48128,924145,51,924145,63208,924142,
2149,924171,-4.48128,924171,51,924171,63258,924171,
2003,924181,-4.558160000000001,924181,51,924181,63270,924181,
2097,924187,-4.558160000000001,924187,51,924187,63270,924181,
2076,924189,-4.558160000000001,924189,51,924189,63280,924189,
2131,924221,-4.711919999999999,924221,51,924221,63399,924221,
2138,924231,-4.558160000000001,924231,51,924231,63417,924231,
1908,924237,-4.558160000000001,924237,51,924237,63417,924231,
2060,924267,-4.558160000000001,924267,52,924267,63470,924261,
2114,924279,-4.711919999999999,924279,51,924279,63496,924279,
2131,924291,-4.48128,924291,51,924291,63488,924291,
1939,924297,-4.558160000000001,924297,51,924297,63488,924291,
1900,924299,-4.558160000000001,924299,51,924299,63458,924299,
1901,924301,-4.63504,924301,51,924301,63469,924301,
2120,924307,-4.558160000000001,924307,51,924307,63469,924301,
2062,924329,-4.558160000000001,924329,51,924329,63533,924329,
2181,924331,-4.558160000000001,924331,52,924331,63537,924331,
2200,924337,-4.558160000000001,924337,51,924337,63537,924331,
2225,924339,-4.558160000000001,924339,51,924339,63554,924339,
2299,924367,-4.48128,924367,51,924367,63571,924361,
1960,924369,-4.558160000000001,924369,51,924369,63582,924369,
1018,924381,-4.558160000000001,924381,50,924381,63604,924381,
2004,924399,-4.558160000000001,924399,51,924399,63600,924400,
1963,924435,-4.711919999999999,924435,51,924435,63606,924429,
1970,924437,-4.558160000000001,924437,51,924437,63621,924437,
1932,924457,-4.48128,924457,51,924457,63642,924457,
1961,924459,-4.558160000000001,924459,50,924459,63683,924459,
2013,924461,-4.558160000000001,924461,51,924461,63683,924459,
2082,924481,-4.404400000000001,924481,51,924481,63668,924479,
2103,924487,-4.558160000000001,924487,52,924487,63646,924487,
2064,924501,-4.63504,924501,51,924501,63636,924499,
2059,924521,-4.558160000000001,924521,51,924521,63696,924520,
2072,924536,-4.48128,924536,50,924536,63707,924536,
