ECG_VALUE,ECG_TIME,BPM_VALUE,BPM_TIME,AUX_VALUE,AUX_TIME,PPG_VALUE,PPG_TIME
1137,879521,215.93368,879521,52,879521,63833,879522,
1292,879531,218.77824,879531,51,879531,63848,879532,
1618,879535,223.1604,879535,51,879535,63848,879532,
2114,879549,218.16320000000002,879549,52,879549,63827,879550,
2091,879556,214.08856,879556,52,879556,63827,879550,
2173,879591,224.54424,879591,51,879591,63865,879590,
1965,879599,223.08352,879599,50,879599,63864,879600,
2107,879606,222.54536000000002,879606,52,879606,63864,879600,
2178,879607,218.39384,879607,52,879607,63885,879608,
2242,879609,221.39216000000002,879609,52,879609,63838,879610,
2240,879651,223.62168,879651,52,879651,63836,879650,
2184,879656,222.3916,879656,51,879656,63836,879650,
2144,879669,222.23784,879669,52,879669,63823,879668,
2352,879711,222.16096000000002,879711,51,879711,63882,879711,
1973,879721,222.85288,879721,50,879721,63879,879721,
2189,879727,222.54536000000002,879727,51,879727,63886,879728,
2316,879729,218.39384,879729,52,879729,63886,879728,
2134,879751,218.70136,879751,51,879751,63884,879751,
1864,879821,217.31752,879821,50,879821,63890,879821,
2040,879831,220.31584,879831,51,879831,63904,879831,
1997,879837,215.4724,879837,50,879837,63782,879838,
2063,879851,216.85624,879851,49,879851,63898,879851,
1973,879861,216.39496,879861,50,879861,63890,879861,
2111,879911,215.01112,879911,50,879911,63916,879911,
2062,879919,214.54984000000002,879919,50,879919,63904,879919,
2011,879921,214.54984000000002,879921,50,879921,63907,879921,
2157,879949,214.16544000000002,879949,51,879949,63915,879949,
2160,879971,213.39664,879971,52,879971,63882,879971,
2236,879991,214.3192,879991,51,879991,63873,879991,
1928,879998,213.5504,879998,51,879998,63873,879991,
1897,879999,213.47352,879999,51,879999,63836,879999,
1921,880001,213.31976,880001,51,880001,63879,880001,
2082,880008,213.24288,880008,51,880008,63879,880001,
1938,880021,212.85848000000001,880021,51,880021,63882,880021,
2200,880031,212.93536,880031,52,880031,63869,880031,
2208,880049,212.7816,880049,52,880049,63884,880049,
2049,880077,212.24344,880077,51,880077,63892,880077,
2119,880097,212.0128,880097,52,880097,63913,880097,
2010,880101,211.93592,880101,51,880101,63907,880100,
2125,880106,211.47464,880106,51,880106,63907,880100,
2209,880107,211.70528000000002,880107,52,880107,63918,880107,
2011,880121,211.6284,880121,51,880121,63856,880120,
2261,880129,211.55152,880129,52,880129,63855,880130,
1817,880141,211.32088000000002,880141,52,880141,63851,880140,
2086,880169,210.8596,880169,52,880169,63907,880170,
2001,880177,210.93648000000002,880177,51,880177,63880,880177,
1971,880199,210.4752,880199,51,880199,63897,880200,
1970,880201,210.62896,880201,51,880201,63897,880200,
2091,880206,210.55208000000002,880206,51,880206,63897,880200,
2184,880207,210.4752,880207,52,880207,63909,880207,
2238,880209,210.32144,880209,52,880209,63896,880210,
2057,880226,210.24456,880226,51,880226,63893,880220,
3044,880257,209.86016,880257,52,880257,63857,880257,
2068,880265,209.86016,880265,52,880265,63881,880259,
1725,880267,209.86016,880267,51,880267,63892,880267,
1404,880269,209.7064,880269,51,880269,63897,880269,
1146,880271,209.78328,880271,51,880271,63883,880272,
1045,880279,209.78328,880279,51,880279,63917,880279,
1938,880297,209.47576,880297,51,880297,63926,880297,
1935,880299,209.55264,880299,51,880299,63926,880297,
2051,880317,209.24512000000001,880317,52,880317,63891,880316,
1997,880341,209.01448,880341,52,880341,63885,880341,
2090,880361,208.86072000000001,880361,52,880361,63907,880361,
2297,880371,208.70696,880371,52,880371,63920,880371,
2148,880377,208.39944,880377,51,880377,63920,880371,
2082,880379,208.5532,880379,52,880379,63920,880379,
2283,880447,207.7844,880447,52,880447,63927,880441,
2215,880467,207.7844,880467,52,880467,63893,880461,
2188,880479,207.86128,880479,52,880479,63890,880479,
2081,880499,207.47688,880499,52,880499,63905,880499,
2082,880501,207.32312000000002,880501,52,880501,63907,880501,
1946,880527,206.93872000000002,880527,50,880527,63947,880527,
1977,880531,206.70808,880531,51,880531,63930,880530,
1828,880549,206.70808,880549,51,880549,63956,880550,
2069,880575,206.16992,880575,51,880575,63946,880570,
1903,880581,206.09304,880581,51,880581,63933,880579,
1947,880585,205.93928,880585,50,880585,63933,880579,
2125,880605,205.78552,880605,51,880605,63906,880600,
2148,880607,205.78552,880607,51,880607,63897,880607,
2028,880621,205.478,880621,51,880621,63891,880619,
2016,880635,205.478,880635,51,880635,63912,880630,
2202,880647,205.17048,880647,51,880647,63914,880647,
2217,880649,205.32424,880649,51,880649,63929,880650,
2196,880651,205.478,880651,52,880651,63929,880650,
2099,880667,204.93984,880667,51,880667,63944,880667,
2158,880669,204.86296000000002,880669,52,880669,63929,880670,
2180,880671,204.93984,880671,51,880671,63929,880670,
2155,880675,204.86296000000002,880675,51,880675,63929,880670,
2110,880677,204.93984,880677,51,880677,63917,880677,
1915,880699,204.86296000000002,880699,50,880699,63900,880698,
1996,880715,204.3248,880715,51,880715,63927,880709,
2021,880739,204.17104,880739,52,880739,63950,880739,
2040,880741,204.24792,880741,51,880741,63905,880742,
2196,880747,204.01728,880747,51,880747,63953,880747,
2218,880749,204.17104,880749,51,880749,63953,880747,
2138,880767,203.78664,880767,51,880767,63906,880766,
2173,880769,203.86352,880769,52,880769,63931,880769,
2107,880791,203.63288,880791,51,880791,63947,880789,
2021,880797,203.556,880797,52,880797,63928,880796,
2133,880829,203.09472,880829,51,880829,63936,880829,
2116,880831,203.24848,880831,51,880831,63947,880831,
2050,880837,203.09472,880837,51,880837,63947,880831,
2070,880839,202.94096,880839,51,880839,63948,880839,
2099,880841,202.94096,880841,51,880841,63955,880841,
2057,880861,202.86408,880861,51,880861,63966,880861,
2019,880881,202.55656,880881,51,880881,63967,880881,
2157,880889,202.4028,880889,51,880889,63992,880889,
2022,880911,202.47968,880911,51,880911,63944,880911,
1926,880917,202.24904,880917,51,880917,63944,880911,
1942,880919,202.24904,880919,52,880919,63931,880919,
2144,880931,202.09528,880931,51,880931,63905,880931,
2079,880967,201.55712,880967,51,880967,63936,880961,
2313,880991,201.24960000000002,880991,51,880991,63946,880991,
2398,881017,201.01896,881017,51,881017,63924,881017,
2070,881019,200.86520000000002,881019,51,881019,63966,881020,
1738,881021,200.94208,881021,51,881021,63966,881020,
1178,881025,200.78832,881025,51,881025,63966,881020,
2056,881051,200.71144,881051,51,881051,63950,881050,
2188,881067,200.40392,881067,51,881067,63923,881067,
2101,881077,200.32704,881077,52,881077,63919,881077,
2049,881079,200.25016,881079,51,881079,63903,881080,
2157,881087,200.25016,881087,51,881087,63915,881087,
2196,881089,199.94264,881089,51,881089,63931,881090,
2116,881107,199.94264,881107,51,881107,63941,881107,
2133,881111,199.94264,881111,51,881111,63964,881110,
2228,881129,199.712,881129,52,881129,63952,881130,
2209,881131,199.78888,881131,51,881131,63952,881130,
2193,881151,199.3276,881151,52,881151,63950,881150,
2243,881169,199.3276,881169,51,881169,63974,881170,
2083,881175,199.40448,881175,52,881175,63974,881170,
2011,881179,199.3276,881179,51,881179,63957,881179,
2140,881185,199.55824,881185,52,881185,63957,881179,
2191,881187,199.40448,881187,51,881187,63943,881187,
2202,881189,199.3276,881189,52,881189,63947,881189,
2194,881191,199.3276,881191,52,881191,63937,881192,
2171,881215,199.17384,881215,50,881215,63930,881216,
2113,881217,199.09696,881217,51,881217,63930,881216,
2130,881237,198.86632,881237,51,881237,63981,881237,
2000,881257,198.71256,881257,48,881257,63957,881256,
1961,881279,198.40504,881279,52,881279,63988,881279,
1976,881281,198.40504,881281,51,881281,63992,881282,
2043,881287,198.1744,881287,51,881287,64002,881287,
1970,881309,197.86688,881309,51,881309,63978,881309,
1984,881327,197.79,881327,51,881327,63989,881321,
2021,881331,197.63624000000002,881331,53,881331,63993,881331,
1910,881337,197.63624000000002,881337,51,881337,63993,881331,
2170,881371,197.25184000000002,881371,52,881371,63995,881371,
2025,881379,197.0212,881379,52,881379,63976,881379,
2030,881381,196.94432,881381,51,881381,63959,881381,
2077,881409,196.86744000000002,881409,51,881409,63956,881409,
2103,881421,196.71368,881421,51,881421,63962,881421,
2159,881429,196.71368,881429,52,881429,63965,881429,
2150,881431,196.55992,881431,51,881431,63972,881431,
1929,881477,196.17552,881477,51,881477,63986,881471,
1900,881481,196.09864,881481,49,881481,64001,881480,
1986,881485,196.09864,881485,52,881485,64001,881480,
2087,881487,195.56048,881487,51,881487,63995,881487,
2177,881489,196.09864,881489,51,881489,64001,881489,
2067,881541,195.4836,881541,51,881541,64017,881539,
2031,881561,195.0992,881561,50,881561,63981,881559,
2073,881565,195.17608,881565,52,881565,63981,881559,
2052,881609,194.7148,881609,51,881609,63980,881609,
2025,881611,194.56104,881611,50,881611,63980,881609,
1930,881615,194.7148,881615,52,881615,63980,881609,
1892,881617,194.56104,881617,51,881617,63965,881617,
1897,881619,194.7148,881619,51,881619,63989,881619,
2093,881627,194.48416,881627,51,881627,63967,881627,
1940,881641,194.40728000000001,881641,51,881641,63983,881639,
2088,881651,194.17664,881651,51,881651,63978,881652,
2152,881671,193.946,881671,51,881671,64015,881669,
2160,881691,193.79224,881691,51,881691,63952,881692,
2157,881695,193.86912,881695,51,881695,63952,881692,
2301,881699,193.946,881699,51,881699,64012,881699,
2458,881701,193.63848000000002,881701,52,881701,63974,881702,
2944,881707,193.71536,881707,52,881707,64017,881707,
1157,881731,193.48472,881731,51,881731,63977,881731,
1042,881737,193.25408000000002,881737,51,881737,63977,881731,
1156,881739,193.10032,881739,51,881739,63975,881739,
1836,881747,193.10032,881747,51,881747,63983,881741,
1992,881761,193.10032,881761,51,881761,64010,881761,
1913,881779,192.86968000000002,881779,51,881779,64016,881779,
2028,881801,192.48528,881801,51,881801,63994,881801,
2115,881809,192.48528,881809,51,881809,64034,881809,
2148,881821,192.4084,881821,51,881821,64021,881821,
1984,881837,192.33152,881837,52,881837,64033,881831,
2229,881851,192.10088,881851,52,881851,63981,881851,
2050,881857,192.10088,881857,52,881857,63981,881851,
2008,881881,191.94712,881881,51,881881,63982,881881,
2314,881889,191.94712,881889,51,881889,63990,881889,
2282,881909,191.94712,881909,52,881909,64006,881909,
2304,881911,192.024,881911,52,881911,63999,881911,
2315,881929,191.71648,881929,52,881929,63999,881929,
2121,881947,191.79336,881947,52,881947,63995,881948,
1984,881961,191.6396,881961,51,881961,63996,881960,
2089,881966,191.33208,881966,51,881966,63996,881960,
1889,881981,191.33208,881981,51,881981,63984,881979,
1946,881987,191.17832,881987,50,881987,63995,881987,
1964,881989,191.2552,881989,51,881989,63972,881989,
2002,882011,190.79392,882011,50,882011,64045,882009,
1894,882041,190.56328,882041,51,882041,63991,882039,
1964,882049,190.25576,882049,51,882049,63984,882049,
2159,882065,190.17888,882065,51,882065,63992,882059,
1939,882099,189.7176,882099,51,882099,64008,882099,
1945,882101,189.87136,882101,52,882101,64008,882099,
2044,882105,189.56384,882105,52,882105,64008,882099,
1909,882121,189.56384,882121,52,882121,64001,882122,
2244,882127,189.41008,882127,51,882127,64001,882122,
2072,882147,189.41008,882147,51,882147,63961,882142,
1964,882157,189.41008,882157,52,882157,63971,882152,
1982,882159,189.3332,882159,52,882159,64039,882159,
1973,882177,189.17944,882177,51,882177,64030,882172,
2045,882199,188.87192,882199,51,882199,64023,882199,
2069,882201,188.87192,882201,51,882201,64015,882201,
2164,882207,188.87192,882207,51,882207,64015,882201,
2179,882209,188.79504,882209,52,882209,64010,882209,
1963,882217,188.5644,882217,51,882217,64027,882211,
2181,882231,188.64128,882231,51,882231,64057,882231,
2093,882239,188.48752,882239,52,882239,64048,882239,
2096,882289,187.94936,882289,51,882289,64047,882289,
1903,882301,187.94936,882301,51,882301,64026,882301,
2035,882311,187.71872,882311,51,882311,64009,882311,
1839,882319,187.71872,882319,52,882319,63991,882319,
1843,882321,187.64184,882321,51,882321,63996,882321,
2104,882327,187.56496,882327,52,882327,63996,882321,
2170,882329,187.48808,882329,51,882329,64008,882329,
2118,882347,187.25744,882347,51,882347,64016,882341,
2151,882351,187.4112,882351,52,882351,64023,882351,
1964,882359,187.0268,882359,51,882359,64038,882359,
1950,882381,187.10368,882381,51,882381,64044,882381,
2750,882409,186.79616000000001,882409,52,882409,64063,882410,
2986,882417,186.71928,882417,51,882417,64045,882418,
3028,882419,186.71928,882419,52,882419,64039,882420,
3041,882421,186.56552,882421,52,882421,64039,882420,
2815,882426,186.48864,882426,53,882426,64039,882420,
2654,882427,186.41176000000002,882427,52,882427,64024,882428,
1123,882445,186.258,882445,51,882445,64028,882439,
2237,882469,186.18112,882469,52,882469,64071,882469,
2185,882495,185.79672,882495,52,882495,64027,882489,
2097,882497,185.79672,882497,51,882497,64026,882497,
1969,882501,185.95048,882501,51,882501,64013,882499,
2088,882511,185.64296000000002,882511,51,882511,64067,882511,
2062,882541,185.33544,882541,51,882541,64047,882540,
2137,882546,185.33544,882546,51,882546,64036,882546,
2160,882549,185.4892,882549,51,882549,64048,882550,
2132,882571,185.33544,882571,51,882571,64049,882570,
2225,882629,185.18168,882629,52,882629,64086,882630,
2120,882651,185.1048,882651,51,882651,64046,882650,
2014,882656,185.25856,882656,51,882656,64039,882656,
2019,882659,184.7204,882659,51,882659,64028,882660,
2196,882666,184.7204,882666,51,882666,64024,882666,
1976,882679,184.56664,882679,50,882679,64002,882680,
1958,882681,184.56664,882681,51,882681,64002,882680,
1974,882686,184.48976,882686,50,882686,64041,882686,
1986,882689,184.48976,882689,51,882689,64026,882690,
1731,882706,184.02848,882706,51,882706,64065,882706,
1845,882736,183.64408,882736,51,882736,64064,882736,
2044,882751,183.64408,882751,51,882751,64050,882750,
2043,882761,183.5672,882761,51,882761,64006,882761,
1845,882779,183.5672,882779,51,882779,64090,882779,
1856,882781,183.5672,882781,51,882781,64045,882781,
2122,882811,183.5672,882811,51,882811,64056,882811,
2038,882819,183.25968,882819,51,882819,64056,882811,
2100,882851,183.25968,882851,51,882851,64084,882851,
1916,882859,183.18280000000001,882859,51,882859,64084,882859,
1918,882861,183.25968,882861,51,882861,64067,882861,
2077,882869,183.18280000000001,882869,52,882869,64051,882870,
2147,882907,182.72152,882907,52,882907,64099,882907,
2090,882911,182.72152,882911,52,882911,64079,882909,
2032,882919,182.56776,882919,51,882919,64055,882919,
2084,882921,182.56776,882921,52,882921,64055,882919,
2149,882925,182.64464,882925,52,882925,64055,882919,
2147,882927,182.64464,882927,51,882927,64112,882927,
2110,882929,182.64464,882929,51,882929,64044,882929,
2176,882965,182.02960000000002,882965,51,882965,64065,882959,
2208,882967,182.18336,882967,51,882967,64045,882967,
2196,882969,182.18336,882969,51,882969,64070,882969,
2149,882971,182.10648,882971,51,882971,64070,882969,
2058,882975,182.18336,882975,50,882975,64070,882969,
2062,882977,182.02960000000002,882977,51,882977,64034,882977,
2098,882979,182.10648,882979,52,882979,64073,882979,
2062,882991,181.87584,882991,51,882991,64073,882989,
2169,883031,181.49144,883031,51,883031,64066,883029,
2036,883037,181.56832,883037,51,883037,64062,883038,
1926,883069,181.18392,883069,51,883069,64103,883067,
1923,883071,181.18392,883071,51,883071,64049,883072,
1957,883077,181.03016,883077,51,883077,64049,883072,
1987,883079,181.03016,883079,51,883079,64111,883079,
2005,883081,180.95328,883081,51,883081,64111,883079,
2043,883085,180.95328,883085,52,883085,64030,883086,
2099,883097,180.95328,883097,51,883097,64036,883092,
2068,883099,180.95328,883099,51,883099,64103,883099,
2005,883119,180.64576,883119,51,883119,64094,883119,
2135,883127,180.64576,883127,52,883127,64063,883121,
2130,883129,180.72264,883129,52,883129,64062,883129,
2088,883131,180.56888,883131,51,883131,64074,883131,
1958,883137,180.41512,883137,51,883137,64074,883131,
1995,883139,180.41512,883139,51,883139,64076,883139,
2242,883171,180.26136,883171,51,883171,64118,883171,
876,883181,180.33824,883181,51,883181,64118,883181,
1218,883187,180.1076,883187,50,883187,64118,883181,
1406,883189,180.1076,883189,51,883189,64117,883189,
1936,883201,180.1076,883201,51,883201,64121,883201,
2048,883209,179.95384,883209,51,883209,64138,883209,
2216,883231,179.80008,883231,52,883231,64117,883231,
2025,883241,179.56944000000001,883241,51,883241,64092,883241,
2167,883251,179.49256,883251,51,883251,64053,883251,
1944,883257,179.56944000000001,883257,51,883257,64053,883251,
2216,883267,179.18504000000001,883267,51,883267,64049,883261,
2228,883269,179.3388,883269,52,883269,64079,883269,
2210,883271,179.18504000000001,883271,51,883271,64071,883271,
2176,883289,179.03128,883289,52,883289,64089,883289,
2103,883291,179.03128,883291,52,883291,64087,883291,
2021,883297,179.03128,883297,52,883297,64087,883291,
2056,883299,178.87752,883299,51,883299,64095,883299,
2053,883319,179.03128,883319,52,883319,64097,883319,
2107,883321,179.10816,883321,52,883321,64094,883321,
2084,883341,179.10816,883341,51,883341,64125,883341,
2170,883361,178.9544,883361,51,883361,64095,883360,
2220,883376,178.9544,883376,51,883376,64101,883370,
2286,883381,178.87752,883381,51,883381,64106,883380,
2334,883386,178.9544,883386,52,883386,64106,883380,
2317,883387,178.9544,883387,51,883387,64106,883380,
2178,883405,178.80064000000002,883405,51,883405,64073,883399,
1932,883421,178.49312,883421,51,883421,64116,883419,
1923,883449,177.95496,883449,51,883449,64055,883449,
1938,883469,177.8012,883469,51,883469,64092,883469,
1846,883481,177.64744,883481,52,883481,64103,883479,
1934,883485,177.49368,883485,51,883485,64103,883479,
1993,883487,177.49368,883487,52,883487,64073,883487,
1972,883501,177.33992,883501,52,883501,64088,883499,
2042,883521,177.0324,883521,51,883521,64135,883522,
2009,883537,176.87864,883537,51,883537,64108,883537,
2000,883539,176.95552,883539,51,883539,64126,883539,
2012,883541,176.95552,883541,51,883541,64035,883542,
2157,883549,176.87864,883549,51,883549,64120,883549,
2137,883551,176.72488,883551,51,883551,64056,883552,
2124,883579,176.57112,883579,51,883579,64085,883579,
1913,883597,176.41736,883597,51,883597,64134,883597,
2181,883611,176.34048,883611,51,883611,64109,883611,
1967,883631,176.10984,883631,52,883631,64137,883631,
2149,883649,175.95608000000001,883649,51,883649,64141,883649,
2131,883651,175.80232,883651,51,883651,64130,883651,
2140,883669,175.72544,883669,51,883669,64152,883669,
2199,883691,175.41792,883691,51,883691,64134,883691,
1907,883699,175.41792,883699,52,883699,64106,883699,
2186,883711,175.34104,883711,51,883711,64081,883711,
2081,883739,174.87976,883739,52,883739,64086,883739,
2169,883747,174.80288000000002,883747,52,883747,64101,883741,
2201,883749,174.87976,883749,51,883749,64105,883749,
2131,883767,174.726,883767,52,883767,64108,883761,
2128,883771,174.64912,883771,51,883771,64101,883771,
1920,883817,174.11096,883817,51,883817,64104,883817,
1924,883819,174.03408,883819,51,883819,64136,883819,
2131,883845,173.64968,883845,51,883845,64130,883839,
2077,883851,173.80344,883851,51,883851,64119,883849,
1982,883855,173.80344,883855,51,883855,64119,883849,
1972,883857,173.80344,883857,50,883857,64161,883857,
2010,883875,173.41904,883875,51,883875,64134,883869,
2069,883879,173.41904,883879,51,883879,64130,883879,
2389,883901,173.26528,883901,52,883901,64078,883899,
1171,883941,172.88088,883941,51,883941,64123,883939,
1692,883947,172.57336,883947,51,883947,64087,883947,
1775,883949,172.57336,883949,51,883949,64112,883949,
2200,883969,172.34272,883969,51,883969,64112,883969,
2068,883975,172.34272,883975,52,883975,64105,883972,
2038,883991,172.18896,883991,51,883991,64076,883992,
2000,883999,172.18896,883999,51,883999,64145,883997,
2014,884041,171.6508,884041,51,884041,64135,884042,
2212,884047,171.72768,884047,52,884047,64135,884042,
2237,884049,171.72768,884049,51,884049,64106,884049,
2304,884067,171.49704,884067,51,884067,64113,884061,
2282,884069,171.49704,884069,52,884069,64118,884069,
2196,884091,171.57392000000002,884091,52,884091,64150,884091,
2222,884111,171.57392000000002,884111,51,884111,64153,884111,
2308,884131,172.0352,884131,51,884131,64133,884131,
2296,884149,171.11264,884149,51,884149,64136,884149,
2290,884151,170.95888,884151,51,884151,64147,884151,
2022,884169,170.72824,884169,51,884169,64115,884169,
1870,884217,170.03632,884217,51,884217,64123,884211,
1973,884231,169.88256,884231,51,884231,64104,884231,
1881,884239,169.65192,884239,51,884239,64137,884239,
2049,884247,169.7288,884247,51,884247,64125,884241,
2038,884249,169.49816,884249,51,884249,64135,884249,
2071,884267,169.3444,884267,51,884267,64155,884261,
1995,884271,169.19064,884271,51,884271,64155,884270,
1969,884275,169.3444,884275,51,884275,64155,884270,
2202,884306,168.96,884306,51,884306,64127,884300,
2208,884307,168.96,884307,51,884307,64127,884300,
2101,884345,168.72936,884345,52,884345,64145,884339,
2324,884351,168.72936,884351,52,884351,64116,884349,
2052,884355,168.72936,884355,52,884355,64116,884349,
1932,884357,168.65248,884357,51,884357,64099,884357,
1872,884359,168.5756,884359,52,884359,64083,884359,
2161,884405,168.34496000000001,884405,51,884405,64139,884399,
2153,884407,168.34496000000001,884407,52,884407,64110,884407,
1948,884415,168.03744,884415,51,884415,64103,884409,
2085,884421,168.03744,884421,51,884421,64119,884419,
2182,884425,167.96056000000002,884425,51,884425,64119,884419,
2014,884449,167.96056000000002,884449,52,884449,64158,884449,
2248,884469,167.65304,884469,52,884469,64163,884469,
2203,884471,167.65304,884471,52,884471,64098,884472,
2195,884529,167.038,884529,51,884529,64089,884530,
1952,884579,166.6536,884579,51,884579,64123,884580,
1976,884581,166.6536,884581,50,884581,64123,884580,
2035,884599,166.42296,884599,51,884599,64127,884600,
1999,884619,166.34608,884619,52,884619,64164,884619,
1994,884621,166.2692,884621,52,884621,64174,884621,
2113,884627,166.11544,884627,51,884627,64174,884621,
2132,884629,166.19232,884629,51,884629,64174,884629,
2130,884631,166.03856,884631,52,884631,64147,884631,
2188,884647,166.03856,884647,51,884647,64147,884641,
2881,884671,165.73104,884671,51,884671,64172,884671,
1593,884697,165.5004,884697,51,884697,64147,884691,
2038,884711,165.34664,884711,51,884711,64153,884711,
2018,884721,165.26976,884721,51,884721,64133,884720,
2114,884727,165.34664,884727,51,884727,64147,884727,
2093,884729,165.26976,884729,51,884729,64191,884729,
2123,884747,165.116,884747,52,884747,64174,884747,
2125,884751,165.03912,884751,51,884751,64164,884749,
2181,884771,164.96224,884771,51,884771,64130,884769,
2040,884781,164.88536,884781,50,884781,64125,884779,
2086,884797,164.80848,884797,51,884797,64139,884797,
2017,884815,164.57784,884815,52,884815,64143,884809,
2194,884821,164.57784,884821,51,884821,64145,884819,
2257,884825,164.57784,884825,52,884825,64145,884819,
2248,884827,164.65472,884827,52,884827,64119,884827,
2219,884829,164.65472,884829,52,884829,64150,884829,
2228,884845,164.57784,884845,52,884845,64165,884839,
2293,884849,164.65472,884849,52,884849,64150,884849,
2301,884881,164.73160000000001,884881,52,884881,64162,884882,
2172,884905,164.11656,884905,51,884905,64145,884902,
1781,884939,164.11656,884939,51,884939,64158,884939,
1817,884941,163.96280000000002,884941,50,884941,64115,884942,
1884,884947,163.80904,884947,51,884947,64183,884947,
1854,884949,163.88592,884949,51,884949,64183,884947,
1832,884951,163.80904,884951,50,884951,64187,884952,
1929,884967,163.73216,884967,50,884967,64155,884966,
1991,884997,163.194,884997,50,884997,64192,884992,
2132,885007,163.11712,885007,51,885007,64196,885002,
1921,885019,162.88648,885019,50,885019,64184,885017,
1994,885051,162.50208,885051,51,885051,64194,885051,
1956,885059,162.50208,885059,52,885059,64210,885059,
2037,885061,162.4252,885061,51,885061,64181,885061,
2220,885067,162.57896,885067,51,885067,64181,885061,
2206,885069,162.4252,885069,51,885069,64196,885069,
2076,885081,162.4252,885081,51,885081,64185,885081,
1906,885117,162.27144,885117,52,885117,64121,885111,
2030,885121,162.27144,885121,51,885121,64120,885121,
2128,885127,162.11768,885127,51,885127,64120,885121,
2189,885169,161.73328,885169,51,885169,64168,885169,
2143,885171,161.73328,885171,51,885171,64161,885171,
1963,885177,161.81016,885177,53,885177,64161,885171,
1968,885181,161.6564,885181,51,885181,64168,885181,
2261,885209,161.272,885209,51,885209,64194,885209,
2181,885239,160.73384000000001,885239,52,885239,64204,885239,
2062,885251,160.8876,885251,51,885251,64188,885249,
2132,885267,160.8876,885267,51,885267,64186,885267,
2079,885269,160.8876,885269,51,885269,64179,885269,
2004,885299,160.73384000000001,885299,51,885299,64121,885299,
2045,885301,160.58008,885301,51,885301,64121,885299,
2123,885305,160.58008,885305,52,885305,64121,885299,
2073,885321,160.42632,885321,51,885321,64172,885319,
1992,885327,160.42632,885327,51,885327,64154,885327,
1975,885355,160.1188,885355,52,885355,64164,885349,
2211,885365,159.96504,885365,52,885365,64168,885362,
2194,885367,160.04192,885367,51,885367,64168,885362,
2122,885371,159.96504,885371,51,885371,64159,885372,
2207,885375,159.88816,885375,51,885375,64159,885372,
2329,885377,159.96504,885377,52,885377,64159,885372,
3011,885387,159.81128,885387,52,885387,64121,885382,
3060,885389,159.88816,885389,52,885389,64196,885389,
2228,885401,159.81128,885401,51,885401,64186,885402,
1080,885411,159.42688,885411,51,885411,64194,885409,
1109,885417,159.7344,885417,50,885417,64167,885416,
2185,885447,159.42688,885447,51,885447,64164,885441,
2030,885451,159.27312,885451,51,885451,64168,885451,
1937,885499,159.11936,885499,52,885499,64204,885499,
2040,885501,159.04248,885501,51,885501,64199,885501,
2089,885515,158.81184,885515,51,885515,64206,885515,
2048,885517,158.81184,885517,51,885517,64206,885515,
2028,885519,158.73496,885519,52,885519,64129,885519,
2026,885537,158.73496,885537,52,885537,64178,885532,
2075,885541,158.73496,885541,51,885541,64211,885541,
2152,885577,158.81184,885577,51,885577,64135,885571,
2064,885641,158.50432,885641,51,885641,64202,885641,
2027,885647,158.42744,885647,51,885647,64202,885641,
1920,885661,157.96616,885661,50,885661,64192,885660,
1892,885666,158.11992,885666,50,885666,64192,885660,
1899,885701,157.50488,885701,50,885701,64153,885699,
1896,885719,157.27424,885719,51,885719,64216,885719,
1964,885721,157.27424,885721,51,885721,64216,885719,
2101,885725,157.35112,885725,51,885725,64216,885719,
2117,885727,157.19736,885727,50,885727,64198,885727,
2092,885729,157.27424,885729,51,885729,64191,885729,
2037,885731,157.27424,885731,51,885731,64191,885729,
2086,885747,157.0436,885747,51,885747,64165,885747,
2032,885751,157.0436,885751,51,885751,64143,885749,
2028,885777,156.6592,885777,50,885777,64179,885777,
2043,885779,156.6592,885779,51,885779,64188,885779,
2172,885787,156.50544,885787,51,885787,64169,885787,
2121,885829,156.35168,885829,51,885829,64208,885827,
2080,885831,156.42856,885831,52,885831,64173,885832,
2078,885841,156.19792,885841,51,885841,64218,885839,
2124,885845,156.35168,885845,52,885845,64183,885846,
2113,885847,156.2748,885847,52,885847,64183,885846,
2092,885849,156.12104,885849,51,885849,64189,885849,
1989,885861,156.19792,885861,52,885861,64152,885862,
2091,885901,155.81352,885901,51,885901,64196,885902,
2007,885919,155.58288,885919,52,885919,64181,885919,
2014,885941,155.42912,885941,51,885941,64225,885941,
2150,885951,155.19848,885951,51,885951,64224,885951,
1977,885957,155.27536,885957,52,885957,64224,885951,
2099,886019,154.58344,886019,51,886019,64179,886019,
2080,886031,154.7372,886031,51,886031,64160,886031,
1917,886059,154.3528,886059,52,886059,64193,886059,
2158,886071,154.27592,886071,51,886071,64188,886071,
1973,886099,154.12216,886099,51,886099,64201,886099,
2263,886125,153.89152,886125,52,886125,64231,886119,
2283,886127,153.81464,886127,51,886127,64193,886127,
2130,886131,153.89152,886131,52,886131,64237,886129,
2096,886141,153.73776,886141,51,886141,64231,886139,
2304,886145,153.73776,886145,52,886145,64231,886139,
2914,886159,153.584,886159,53,886159,64218,886159,
2998,886167,153.66088,886167,52,886167,64237,886167,
2801,886169,153.35336,886169,52,886169,64231,886169,
1477,886195,153.12272,886195,51,886195,64211,886189,
1566,886197,153.27648,886197,50,886197,64194,886197,
2034,886215,153.04584,886215,51,886215,64160,886209,
2032,886217,153.12272,886217,51,886217,64187,886217,
2249,886245,152.89208,886245,51,886245,64199,886239,
