ECG_VALUE,ECG_TIME,BPM_VALUE,BPM_TIME,AUX_VALUE,AUX_TIME,PPG_VALUE,PPG_TIME
2081,212729,139.05368,212729,52,212729,64667,212730,
2070,212741,139.82248,212741,52,212741,64653,212741,
2056,212751,139.97624,212751,53,212751,64740,212751,
2132,212757,147.51048,212757,53,212757,64740,212751,
2241,212759,135.28656,212759,53,212759,64743,212759,
2928,212771,140.66816,212771,54,212771,64687,212771,
3007,212777,138.208,212777,56,212777,64687,212771,
1580,212789,144.66592,212789,54,212789,64728,212789,
1214,212791,145.20408,212791,52,212791,64705,212791,
1006,212799,139.7456,212799,53,212799,64791,212799,
2072,212821,140.97568,212821,54,212821,64786,212821,
2068,212831,145.66536,212831,54,212831,64767,212831,
2059,212837,145.97288,212837,54,212837,64767,212831,
2080,212839,144.89656,212839,54,212839,64744,212839,
2107,212851,136.51664,212851,54,212851,64776,212851,
2126,212869,142.20576,212869,54,212869,64813,212869,
2105,212871,149.27872,212871,54,212871,64790,212871,
2097,212891,144.05088,212891,54,212891,64797,212890,
2086,212896,143.51272,212896,54,212896,64797,212890,
2098,212897,149.04808,212897,54,212897,64793,212898,
2143,212919,149.3556,212919,53,212919,64782,212919,
2189,212925,143.35896,212925,54,212925,64782,212919,
2157,212931,146.28040000000001,212931,55,212931,64857,212929,
2220,212945,150.81632,212945,55,212945,64844,212939,
2208,212955,147.12608,212955,58,212955,64864,212949,
2245,212967,153.04584,212967,56,212967,64800,212967,
2218,212977,149.58624,212977,56,212977,64817,212977,
2223,212979,150.66256,212979,54,212979,64796,212979,
2131,213001,151.73888,213001,54,213001,64838,212999,
2137,213005,148.74056,213005,55,213005,64838,212999,
2125,213007,147.35672,213007,54,213007,64821,213007,
2096,213009,146.6648,213009,54,213009,64824,213009,
2058,213011,155.04472,213011,54,213011,64824,213009,
1974,213021,152.66144,213021,54,213021,64838,213019,
1964,213027,149.97064,213027,53,213027,64832,213027,
1875,213047,152.50768,213047,52,213047,64836,213047,
1837,213051,147.20296,213051,52,213051,64835,213052,
1880,213059,154.81408,213059,52,213059,64887,213057,
1914,213061,142.51328,213061,52,213061,64821,213062,
1921,213071,150.04752,213071,51,213071,64898,213069,
1942,213079,148.12552,213079,51,213079,64863,213079,
2005,213089,151.20072,213089,51,213089,64902,213089,
1985,213095,151.50824,213095,52,213095,64840,213092,
2015,213101,149.66312,213101,52,213101,64886,213102,
2032,213111,152.96896,213111,51,213111,64899,213112,
2029,213117,151.96952,213117,51,213117,64899,213112,
2088,213125,149.97064,213125,53,213125,64913,213122,
2089,213127,147.66424,213127,53,213127,64931,213127,
2075,213129,151.81576,213129,52,213129,64931,213127,
2076,213141,149.27872,213141,52,213141,64894,213141,
2111,213147,149.58624,213147,54,213147,64894,213141,
2044,213157,144.05088,213157,53,213157,64913,213151,
2075,213161,145.896,213161,54,213161,64918,213161,
2065,213171,150.43192,213171,52,213171,64935,213171,
2050,213177,157.19736,213177,54,213177,64935,213171,
2075,213179,145.81912,213179,54,213179,64928,213179,
2040,213191,152.27704,213191,54,213191,64932,213191,
2030,213197,150.1244,213197,54,213197,64932,213191,
2058,213199,156.88984,213199,56,213199,64945,213199,
2048,213211,153.73776,213211,53,213211,64929,213211,
2049,213217,150.20128,213217,54,213217,64929,213211,
2067,213219,151.43136,213219,54,213219,64929,213219,
2096,213231,152.58456,213231,55,213231,64939,213231,
2045,213237,153.89152,213237,54,213237,64939,213231,
2093,213249,148.35616,213249,55,213249,64894,213249,
2064,213261,155.58288,213261,54,213261,64881,213261,
2093,213267,153.9684,213267,53,213267,64881,213261,
2086,213269,156.2748,213269,54,213269,64904,213269,
2103,213279,151.20072,213279,54,213279,64902,213279,
2136,213281,155.19848,213281,54,213281,64905,213281,
2169,213311,157.58176,213311,53,213311,64908,213311,
2138,213329,154.58344,213329,54,213329,64912,213329,
2125,213331,157.73552,213331,54,213331,64942,213331,
2075,213341,152.58456,213341,55,213341,64958,213341,
2064,213349,148.5868,213349,54,213349,64958,213350,
1962,213361,153.73776,213361,54,213361,64929,213360,
2014,213369,162.11768,213369,53,213369,64926,213370,
2012,213377,157.88928,213377,53,213377,64948,213378,
2024,213379,160.27256,213379,54,213379,64918,213380,
2020,213397,154.7372,213397,54,213397,64926,213397,
2044,213399,158.42744,213399,53,213399,64914,213399,
2071,213401,158.88872,213401,54,213401,64914,213399,
2038,213419,151.50824,213419,54,213419,64967,213419,
2270,213447,160.04192,213447,53,213447,64928,213447,
2348,213449,157.88928,213449,54,213449,64922,213449,
2425,213451,156.88984,213451,54,213451,64922,213449,
1324,213479,158.5812,213479,53,213479,64942,213479,
1126,213481,158.5812,213481,53,213481,64942,213479,
2084,213519,161.272,213519,54,213519,64991,213518,
2042,213535,165.5004,213535,54,213535,65005,213530,
2125,213547,160.58008,213547,52,213547,65001,213547,
2101,213551,160.34944,213551,52,213551,64971,213552,
2141,213565,163.194,213565,52,213565,64942,213566,
2143,213567,159.11936,213567,53,213567,64942,213566,
2139,213569,161.11824000000001,213569,53,213569,64947,213569,
2097,213589,156.35168,213589,53,213589,65001,213589,
2071,213591,163.42464,213591,53,213591,64998,213592,
2069,213595,159.65752,213595,53,213595,64998,213592,
2089,213597,161.88704,213597,53,213597,64998,213592,
2166,213621,164.19344,213621,54,213621,64993,213621,
2206,213639,164.80848,213639,55,213639,65006,213639,
2222,213641,165.26976,213641,56,213641,65010,213641,
2220,213657,169.11376,213657,56,213657,65018,213651,
2254,213661,167.49928,213661,55,213661,65023,213661,
2254,213667,166.42296,213667,55,213667,65023,213661,
2235,213669,164.65472,213669,56,213669,65023,213669,
2185,213679,168.34496000000001,213679,56,213679,65038,213679,
2193,213681,159.19624,213681,56,213681,65003,213681,
2037,213697,164.34720000000002,213697,56,213697,65015,213691,
2026,213701,166.11544,213701,53,213701,65015,213701,
1885,213717,163.80904,213717,53,213717,64982,213711,
1886,213719,165.116,213719,53,213719,64977,213719,
1890,213731,170.42072,213731,53,213731,64967,213731,
1889,213741,167.11488,213741,53,213741,64955,213741,
1910,213747,164.65472,213747,53,213747,64955,213741,
1891,213749,162.96336,213749,52,213749,64977,213749,
1952,213761,167.038,213761,53,213761,64995,213761,
1965,213771,162.96336,213771,54,213771,65010,213771,
2013,213781,159.04248,213781,54,213781,64998,213781,
2069,213807,162.11768,213807,56,213807,65035,213801,
2036,213811,166.88424,213811,54,213811,65047,213811,
2054,213817,166.2692,213817,53,213817,65047,213811,
2073,213819,166.2692,213819,54,213819,65053,213820,
2089,213821,167.26864,213821,53,213821,65053,213820,
2101,213825,163.65528,213825,54,213825,65053,213820,
2090,213827,169.7288,213827,54,213827,65028,213828,
2034,213837,166.6536,213837,54,213837,65011,213838,
2057,213839,166.42296,213839,54,213839,65023,213840,
2034,213857,172.49648,213857,54,213857,65016,213850,
2070,213871,165.96168,213871,53,213871,65013,213869,
2040,213875,174.41848,213875,53,213875,65013,213869,
2049,213877,163.42464,213877,54,213877,65065,213877,
2072,213879,174.26472,213879,54,213879,65079,213879,
2033,213899,165.5004,213899,53,213899,65016,213899,
2060,213901,174.726,213901,54,213901,65016,213899,
2123,213907,168.42184,213907,53,213907,65008,213907,
2105,213909,170.882,213909,53,213909,65004,213909,
2072,213911,171.42016,213911,54,213911,65004,213909,
2032,213919,170.19008,213919,54,213919,65004,213919,
2108,213927,173.49592,213927,53,213927,65036,213927,
2051,213937,171.18952000000002,213937,54,213937,65013,213937,
2107,213959,167.19176,213959,54,213959,65022,213959,
2112,213971,169.57504,213971,52,213971,65033,213969,
2127,214001,176.57112,214001,53,214001,65018,214002,
2099,214011,174.41848,214011,54,214011,65021,214012,
2038,214019,174.11096,214019,54,214019,65072,214019,
2030,214021,169.65192,214021,53,214021,65072,214019,
2010,214025,165.34664,214025,54,214025,64992,214026,
1998,214027,175.72544,214027,54,214027,64992,214026,
2014,214049,175.03352,214049,54,214049,65056,214049,
2000,214051,166.49984,214051,54,214051,65056,214049,
2089,214067,172.72712,214067,54,214067,65079,214067,
2065,214071,173.41904,214071,54,214071,65028,214072,
2040,214079,177.72432,214079,53,214079,65057,214079,
2064,214101,179.49256,214101,54,214101,65073,214101,
2072,214107,175.80232,214107,54,214107,65073,214101,
2930,214137,177.0324,214137,56,214137,65088,214131,
1211,214151,169.03688,214151,53,214151,65068,214151,
973,214157,177.0324,214157,54,214157,65068,214151,
1292,214161,174.49536,214161,53,214161,65074,214161,
1777,214167,175.41792,214167,54,214167,65074,214161,
1872,214169,172.95776,214169,54,214169,65070,214169,
1922,214171,176.34048,214171,53,214171,65083,214171,
2129,214211,180.03072,214211,54,214211,65030,214211,
2138,214221,173.80344,214221,54,214221,65049,214221,
2130,214227,180.95328,214227,53,214227,65049,214221,
2092,214231,179.56944000000001,214231,53,214231,65062,214231,
2086,214237,179.18504000000001,214237,54,214237,65062,214231,
2093,214239,177.33992,214239,54,214239,65071,214239,
2100,214257,179.56944000000001,214257,54,214257,65064,214251,
2117,214259,178.26248,214259,55,214259,65081,214259,
2155,214269,176.2636,214269,56,214269,65079,214269,
2194,214287,181.2608,214287,54,214287,65105,214281,
2249,214306,179.56944000000001,214306,56,214306,65082,214300,
2222,214309,181.79896,214309,54,214309,65075,214310,
2190,214311,182.72152,214311,54,214311,65075,214310,
2156,214316,182.41400000000002,214316,54,214316,65075,214310,
2163,214317,179.41568,214317,56,214317,65067,214318,
2212,214321,176.87864,214321,54,214321,65081,214320,
2286,214326,179.3388,214326,55,214326,65081,214320,
2217,214341,181.03016,214341,55,214341,65060,214339,
2150,214355,177.87808,214355,54,214355,65128,214349,
2099,214365,183.33656,214365,53,214365,65121,214359,
2077,214367,181.56832,214367,53,214367,65093,214367,
2045,214369,179.64632,214369,53,214369,65088,214370,
1940,214387,183.5672,214387,52,214387,65099,214387,
1862,214391,181.2608,214391,52,214391,65098,214390,
1806,214395,178.9544,214395,52,214395,65098,214390,
1805,214397,186.10424,214397,51,214397,65113,214397,
1826,214399,176.2636,214399,51,214399,65086,214400,
1850,214415,181.18392,214415,52,214415,65094,214410,
1947,214437,183.5672,214437,53,214437,65085,214438,
1964,214439,181.2608,214439,53,214439,65085,214438,
1972,214441,181.87584,214441,53,214441,65110,214442,
1970,214451,176.34048,214451,53,214451,65132,214449,
1982,214455,178.33936,214455,53,214455,65084,214456,
1998,214457,185.18168,214457,53,214457,65084,214456,
2020,214459,178.57,214459,54,214459,65064,214459,
1979,214471,182.18336,214471,53,214471,65084,214472,
1971,214477,178.26248,214477,53,214477,65084,214472,
2011,214485,185.02792,214485,54,214485,65031,214482,
2010,214487,185.25856,214487,53,214487,65130,214487,
1998,214489,184.87416,214489,53,214489,65130,214487,
2029,214499,180.26136,214499,54,214499,65138,214499,
2049,214501,188.5644,214501,53,214501,65138,214499,
2091,214525,178.9544,214525,54,214525,65112,214522,
2049,214535,185.33544,214535,53,214535,65136,214532,
2057,214537,184.25912,214537,53,214537,65150,214537,
2053,214551,179.3388,214551,54,214551,65102,214551,
2020,214557,189.3332,214557,53,214557,65102,214551,
2040,214559,179.49256,214559,54,214559,65111,214559,
2060,214571,183.5672,214571,53,214571,65136,214571,
2072,214591,186.33488,214591,54,214591,65158,214591,
2062,214599,183.5672,214599,53,214599,65153,214599,
2083,214609,188.87192,214609,54,214609,65163,214609,
2065,214611,185.56608,214611,54,214611,65149,214611,
2048,214617,185.95048,214617,54,214617,65149,214611,
2068,214619,186.33488,214619,54,214619,65162,214619,
2061,214631,191.17832,214631,54,214631,65136,214631,
2044,214637,183.5672,214637,54,214637,65136,214631,
2110,214661,189.94824,214661,53,214661,65115,214661,
2114,214671,185.71984,214671,53,214671,65111,214671,
2147,214677,184.7204,214677,54,214677,65111,214671,
2118,214691,188.71816,214691,54,214691,65101,214691,
2105,214697,189.56384,214697,54,214697,65101,214691,
2114,214699,187.56496,214699,54,214699,65112,214699,
2132,214709,192.63904,214709,53,214709,65128,214709,
2107,214711,185.71984,214711,54,214711,65125,214711,
1953,214731,195.0992,214731,53,214731,65111,214731,
2060,214769,190.25576,214769,54,214769,65160,214770,
2038,214771,191.94712,214771,53,214771,65160,214770,
2005,214775,192.10088,214775,53,214775,65160,214770,
2008,214777,188.71816,214777,53,214777,65122,214778,
2076,214787,193.71536,214787,53,214787,65116,214788,
2050,214789,187.0268,214789,53,214789,65131,214790,
2076,214801,190.64016,214801,53,214801,65122,214799,
2072,214809,196.55992,214809,53,214809,65107,214809,
2053,214811,186.48864,214811,54,214811,65107,214809,
2223,214821,193.25408000000002,214821,53,214821,65161,214819,
2440,214825,191.48584,214825,54,214825,65161,214819,
2554,214827,189.87136,214827,53,214827,65164,214827,
2996,214841,191.40896,214841,54,214841,65144,214839,
2675,214845,193.946,214845,54,214845,65144,214839,
1643,214851,192.024,214851,53,214851,65127,214849,
1004,214855,189.87136,214855,52,214855,65127,214849,
862,214859,186.33488,214859,53,214859,65118,214859,
1534,214867,189.10256,214867,53,214867,65130,214867,
1797,214871,192.33152,214871,53,214871,65108,214869,
2107,214887,198.09752,214887,53,214887,65135,214887,
2074,214901,194.40728000000001,214901,53,214901,65138,214899,
2122,214905,191.33208,214905,54,214905,65138,214899,
2080,214915,187.71872,214915,53,214915,65139,214909,
2100,214919,193.63848000000002,214919,54,214919,65156,214919,
2100,214931,195.79112,214931,51,214931,65146,214929,
2096,214939,196.09864,214939,52,214939,65158,214939,
2137,214947,194.86856,214947,52,214947,65137,214942,
2096,214975,196.2524,214975,54,214975,65117,214976,
2092,214977,196.2524,214977,53,214977,65117,214976,
2105,214979,195.40672,214979,54,214979,65156,214979,
2168,214989,190.102,214989,53,214989,65191,214987,
2158,214991,200.25016,214991,54,214991,65191,214992,
2206,215007,194.7148,215007,54,215007,65158,215001,
2171,215011,193.48472,215011,54,215011,65145,215011,
2188,215017,199.17384,215017,54,215017,65145,215011,
2252,215021,198.48192,215021,54,215021,65158,215021,
2260,215027,196.79056,215027,55,215027,65158,215021,
2212,215049,191.02456,215049,54,215049,65184,215049,
2194,215051,196.40616,215051,53,215051,65190,215051,
2152,215057,198.1744,215057,53,215057,65190,215051,
2159,215059,196.55992,215059,54,215059,65190,215059,
2094,215069,202.55656,215069,54,215069,65201,215069,
2062,215071,191.10144,215071,54,215071,65200,215071,
1951,215089,194.79168,215089,54,215089,65209,215089,
1916,215091,202.47968,215091,53,215091,65186,215091,
1846,215099,200.32704,215099,52,215099,65215,215099,
1854,215101,195.17608,215101,53,215101,65198,215101,
1862,215109,197.94376,215109,53,215109,65201,215109,
1849,215111,198.63568,215111,54,215111,65187,215111,
1899,215121,203.63288,215121,53,215121,65198,215121,
1898,215131,199.86576,215131,54,215131,65163,215131,
1994,215149,192.71592,215149,56,215149,65144,215149,
1973,215151,202.86408,215151,54,215151,65149,215151,
2031,215161,199.94264,215161,54,215161,65147,215161,
2035,215191,200.71144,215191,53,215191,65186,215191,
2026,215197,194.17664,215197,53,215197,65186,215191,
2076,215221,206.2468,215221,53,215221,65208,215221,
2089,215231,200.86520000000002,215231,54,215231,65221,215231,
2060,215237,201.17272,215237,54,215237,65221,215231,
2096,215245,198.48192,215245,54,215245,65223,215240,
2093,215247,206.16992,215247,54,215247,65183,215248,
2082,215249,195.4836,215249,54,215249,65190,215250,
2077,215266,207.47688,215266,53,215266,65194,215260,
2075,215277,207.86128,215277,53,215277,65177,215270,
2093,215279,198.09752,215279,53,215279,65178,215279,
2076,215289,204.78608,215289,53,215289,65175,215289,
2002,215295,201.32648,215295,54,215295,65175,215289,
2010,215297,200.09640000000002,215297,54,215297,65228,215297,
2100,215317,205.40112,215317,54,215317,65191,215317,
2106,215325,206.70808,215325,54,215325,65168,215319,
2086,215327,198.1744,215327,53,215327,65158,215327,
2068,215339,199.48136,215339,54,215339,65161,215339,
2102,215349,201.86464,215349,54,215349,65165,215349,
2145,215367,206.01616,215367,53,215367,65176,215367,
2138,215369,207.32312000000002,215369,54,215369,65177,215369,
2173,215389,207.4,215389,53,215389,65199,215389,
2163,215399,205.8624,215399,53,215399,65189,215399,
2105,215421,206.47744,215421,53,215421,65168,215422,
2113,215425,206.01616,215425,52,215425,65168,215422,
2113,215427,203.86352,215427,52,215427,65168,215422,
1972,215441,209.16824,215441,53,215441,65142,215442,
1993,215457,203.09472,215457,53,215457,65224,215452,
2013,215459,209.86016,215459,52,215459,65223,215459,
2045,215465,201.94152,215465,54,215465,65196,215466,
2007,215475,204.24792,215475,53,215475,65223,215472,
2030,215477,206.40056,215477,53,215477,65223,215472,
2006,215495,199.25072,215495,54,215495,65254,215492,
2053,215499,208.24568,215499,54,215499,65251,215497,
2086,215501,208.39944,215501,53,215501,65175,215502,
2059,215519,210.70584,215519,54,215519,65188,215519,
2093,215525,207.32312000000002,215525,53,215525,65254,215522,
2768,215541,209.55264,215541,54,215541,65222,215542,
1787,215561,206.70808,215561,54,215561,65231,215561,
892,215567,213.5504,215567,53,215567,65231,215561,
827,215569,203.9404,215569,53,215569,65253,215569,
1820,215581,211.93592,215581,53,215581,65231,215581,
2043,215589,212.7816,215589,54,215589,65232,215589,
2049,215591,206.01616,215591,53,215591,65234,215591,
2096,215601,212.47408000000001,215601,53,215601,65216,215601,
2100,215607,209.55264,215607,55,215607,65216,215601,
2114,215621,203.9404,215621,54,215621,65177,215621,
2096,215631,210.24456,215631,54,215631,65180,215631,
2121,215641,209.16824,215641,53,215641,65195,215641,
2160,215647,206.16992,215647,54,215647,65195,215641,
2136,215649,215.01112,215649,54,215649,65211,215649,
2116,215671,214.39608,215671,54,215671,65196,215671,
2126,215677,206.86184,215677,54,215677,65196,215671,
2164,215701,217.62504,215701,54,215701,65246,215701,
2145,215711,212.93536,215711,56,215711,65254,215710,
2192,215719,212.62784,215719,54,215719,65217,215720,
2188,215731,215.31864000000002,215731,54,215731,65223,215730,
2219,215736,214.08856,215736,54,215736,65223,215730,
2238,215747,212.85848000000001,215747,54,215747,65229,215740,
2195,215751,208.86072000000001,215751,54,215751,65206,215749,
2192,215755,208.1688,215755,54,215755,65206,215749,
2204,215757,219.16264,215757,53,215757,65211,215757,
2216,215759,210.0908,215759,54,215759,65202,215759,
2218,215761,218.93200000000002,215761,54,215761,65202,215759,
2096,215775,213.166,215775,53,215775,65272,215769,
2059,215787,217.93256,215787,54,215787,65239,215787,
1915,215797,215.93368,215797,54,215797,65207,215797,
1908,215807,209.09136,215807,53,215807,65198,215807,
1890,215809,215.93368,215809,53,215809,65184,215809,
1859,215821,212.55096,215821,53,215821,65198,215819,
1883,215831,214.62672,215831,53,215831,65189,215829,
1854,215835,220.54648,215835,53,215835,65189,215829,
1866,215837,211.6284,215837,53,215837,65212,215837,
1939,215847,216.85624,215847,52,215847,65188,215847,
1926,215851,214.62672,215851,53,215851,65232,215849,
2002,215867,211.93592,215867,54,215867,65222,215867,
2019,215877,214.08856,215877,52,215877,65222,215877,
2059,215887,216.31808,215887,53,215887,65261,215887,
2036,215889,210.8596,215889,53,215889,65261,215887,
2049,215915,212.3972,215915,53,215915,65177,215912,
2057,215917,221.39216000000002,215917,53,215917,65177,215912,
2072,215919,211.55152,215919,54,215919,65269,215919,
2072,215931,218.47072,215931,53,215931,65271,215932,
2072,215959,219.23952,215959,52,215959,65271,215957,
2103,215967,212.08968000000002,215967,53,215967,65221,215962,
2083,215969,222.69912,215969,53,215969,65237,215969,
2057,215971,213.85792,215971,53,215971,65238,215971,
2067,215989,215.93368,215989,54,215989,65260,215989,
2041,215991,221.31528,215991,53,215991,65265,215991,
2084,215999,220.00832,215999,53,215999,65263,215999,
2100,216001,214.47296,216001,53,216001,65276,216001,
2057,216011,216.31808,216011,53,216011,65272,216011,
2083,216019,214.78048,216019,53,216019,65278,216019,
2108,216041,218.24008,216041,53,216041,65242,216041,
2052,216051,222.776,216051,53,216051,65269,216051,
2054,216057,215.16488,216057,54,216057,65269,216051,
2080,216059,222.62224,216059,53,216059,65273,216059,
2101,216071,218.77824,216071,53,216071,65254,216071,
2114,216077,219.70080000000002,216077,53,216077,65254,216071,
2134,216079,214.39608,216079,53,216079,65224,216079,
2145,216081,225.15928,216081,54,216081,65220,216081,
2185,216099,219.62392,216099,54,216099,65219,216099,
2153,216107,224.46736,216107,54,216107,65204,216101,
2118,216119,220.08520000000001,216119,53,216119,65231,216119,
2145,216121,222.46848,216121,54,216121,65241,216121,
2116,216129,224.23672,216129,54,216129,65247,216129,
2086,216131,215.77992,216131,54,216131,65243,216131,
2016,216137,225.69744,216137,54,216137,65243,216131,
2019,216139,217.77880000000002,216139,54,216139,65248,216139,
1973,216151,223.85232,216151,53,216151,65238,216151,
2002,216159,226.77376,216159,54,216159,65240,216159,
2016,216171,224.3136,216171,53,216171,65272,216171,
2032,216177,224.62112,216177,54,216177,65272,216171,
2059,216209,220.77712,216209,55,216209,65249,216210,
2028,216211,222.69912,216211,54,216211,65249,216210,
2021,216216,225.62056,216216,53,216216,65249,216210,
2079,216227,225.23616,216227,53,216227,65230,216227,
2073,216229,225.0824,216229,53,216229,65217,216229,
2085,216231,223.1604,216231,54,216231,65217,216229,
2181,216235,221.39216000000002,216235,54,216235,65217,216229,
2675,216245,226.08184,216245,54,216245,65270,216239,
2474,216261,224.54424,216261,54,216261,65251,216259,
1032,216271,229.77208000000002,216271,53,216271,65220,216269,
989,216275,229.3108,216275,53,216275,65220,216269,
2075,216311,222.46848,216311,55,216311,65242,216309,
2081,216315,226.31248,216315,54,216315,65242,216309,
2096,216317,226.08184,216317,54,216317,65218,216317,
2102,216319,226.69688,216319,54,216319,65255,216319,
2114,216327,230.77152,216327,53,216327,65219,216327,
2069,216335,228.31136,216335,54,216335,65235,216329,
2135,216347,223.46792,216347,54,216347,65237,216347,
2082,216357,229.23392,216357,53,216357,65278,216357,
2152,216367,224.85176,216367,54,216367,65238,216362,
2134,216369,224.54424,216369,54,216369,65282,216369,
2109,216371,228.1576,216371,54,216371,65282,216369,
2077,216375,228.38824,216375,54,216375,65244,216376,
2125,216391,229.61832,216391,53,216391,65264,216392,
2155,216401,228.84952,216401,54,216401,65289,216399,
2170,216405,233.30856,216405,53,216405,65240,216406,
2162,216407,223.77544,216407,54,216407,65240,216406,
2181,216417,231.84784,216417,54,216417,65257,216412,
2219,216425,225.92808,216425,54,216425,65277,216422,
2243,216441,225.4668,216441,54,216441,65247,216441,
2212,216451,230.0796,216451,54,216451,65257,216451,
2181,216457,230.31024,216457,54,216457,65257,216451,
2200,216459,225.8512,216459,54,216459,65259,216459,
2130,216477,230.00272,216477,54,216477,65280,216471,
2043,216491,229.38768000000002,216491,53,216491,65288,216491,
1914,216529,233.76984000000002,216529,53,216529,65234,216529,
1886,216531,227.46568,216531,53,216531,65230,216532,
1868,216537,228.1576,216537,54,216537,65230,216532,
1904,216541,230.77152,216541,53,216541,65246,216542,
1948,216545,227.92696,216545,54,216545,65246,216542,
1954,216547,230.54088000000002,216547,53,216547,65254,216547,
1939,216549,224.54424,216549,53,216549,65254,216547,
1971,216561,232.386,216561,53,216561,65278,216561,
2006,216567,230.15648000000002,216567,54,216567,65278,216561,
2074,216581,234.23112,216581,53,216581,65257,216581,
2044,216591,229.77208000000002,216591,53,216591,65287,216591,
2052,216601,228.542,216601,54,216601,65248,216601,
2100,216607,237.46008,216607,53,216607,65248,216601,
2097,216609,229.23392,216609,53,216609,65278,216609,
2080,216621,234.92304000000001,216621,52,216621,65266,216621,
2093,216629,236.76816,216629,52,216629,65266,216621,
2073,216631,228.00384,216631,53,216631,65296,216631,
2056,216637,234.38488,216637,52,216637,65296,216631,
2066,216639,228.23448,216639,53,216639,65261,216639,
2078,216651,233.46232,216651,53,216651,65257,216650,
2077,216671,236.07624,216671,53,216671,65299,216669,
2070,216677,235.4612,216677,54,216677,65267,216677,
2048,216709,234.46176,216709,54,216709,65241,216709,
2109,216721,231.07904,216721,54,216721,65303,216719,
2053,216727,237.53696,216727,53,216727,65234,216727,
2037,216729,232.53976,216729,54,216729,65286,216729,
2032,216731,235.61496,216731,53,216731,65286,216729,
2104,216747,229.77208000000002,216747,54,216747,65217,216747,
2082,216749,235.61496,216749,54,216749,65249,216749,
2139,216761,233.1548,216761,54,216761,65227,216759,
2125,216769,232.386,216769,54,216769,65227,216769,
2121,216777,231.38656,216777,54,216777,65283,216777,
2145,216779,240.38152,216779,53,216779,65283,216777,
2171,216781,228.77264,216781,54,216781,65283,216777,
2131,216809,230.15648000000002,216809,54,216809,65234,216809,
2080,216817,235.38432,216817,53,216817,65239,216817,
2078,216821,236.61440000000002,216821,53,216821,65249,216819,
2085,216825,237.15256,216825,51,216825,65249,216819,
1992,216859,234.308,216859,52,216859,65287,216859,
2083,216869,229.84896,216869,52,216869,65291,216869,
2038,216875,233.00104000000002,216875,52,216875,65220,216872,
2037,216877,235.23056,216877,52,216877,65220,216872,
2051,216879,235.76872,216879,51,216879,65291,216879,
2067,216889,234.99992,216889,52,216889,65295,216887,
2077,216909,233.23168,216909,52,216909,65237,216909,
2089,216921,232.23224000000002,216921,51,216921,65260,216921,
2980,216941,232.92416,216941,52,216941,65280,216941,
2444,216951,230.8484,216951,52,216951,65300,216951,
1473,216957,231.6172,216957,50,216957,65300,216951,
1210,216959,231.46344,216959,51,216959,65287,216959,
1456,216971,230.8484,216971,50,216971,65286,216971,
2117,216991,230.69464,216991,51,216991,65266,216991,
2100,217011,230.23336,217011,51,217011,65281,217011,
2094,217037,229.23392,217037,52,217037,65243,217031,
2132,217041,229.15704,217041,52,217041,65228,217041,
2153,217047,229.15704,217047,52,217047,65228,217041,
2154,217049,228.77264,217049,52,217049,65251,217049,
2155,217059,228.84952,217059,52,217059,65238,217059,
2147,217061,228.61888000000002,217061,52,217061,65242,217061,
2139,217079,228.23448,217079,53,217079,65265,217079,
2150,217081,228.31136,217081,52,217081,65267,217081,
2152,217089,228.1576,217089,52,217089,65270,217089,
2164,217099,228.00384,217099,52,217099,65254,217099,
2235,217121,227.92696,217121,53,217121,65284,217121,
2236,217127,227.69632000000001,217127,53,217127,65284,217121,
2227,217129,227.69632000000001,217129,53,217129,65289,217130,
2218,217131,227.61944,217131,53,217131,65289,217130,
2030,217181,226.69688,217181,52,217181,65240,217179,
1918,217197,226.46624,217197,52,217197,65261,217197,
1867,217209,226.2356,217209,53,217209,65282,217209,
1901,217227,225.77432000000002,217227,52,217227,65243,217227,
1973,217241,225.4668,217241,53,217241,65235,217239,
1979,217247,225.38992000000002,217247,53,217247,65233,217247,
1949,217249,225.4668,217249,53,217249,65227,217249,
1924,217251,225.31304,217251,51,217251,65227,217249,
2045,217261,225.23616,217261,53,217261,65236,217259,
2050,217265,225.0824,217265,53,217265,65236,217259,
2030,217267,225.23616,217267,53,217267,65226,217267,
2034,217295,224.62112,217295,53,217295,65271,217289,
2057,217297,224.62112,217297,53,217297,65250,217297,
2082,217299,224.54424,217299,53,217299,65254,217299,
2044,217309,224.46736,217309,53,217309,65296,217307,
2037,217311,224.46736,217311,53,217311,65252,217312,
2061,217351,223.77544,217351,53,217351,65233,217352,
2032,217356,223.69856000000001,217356,53,217356,65233,217352,
2081,217379,223.39104,217379,53,217379,65316,217379,
2092,217381,223.39104,217381,53,217381,65311,217382,
2074,217386,223.1604,217386,53,217386,65311,217382,
2067,217397,222.85288,217397,53,217397,65251,217398,
2074,217399,223.00664,217399,54,217399,65251,217398,
2093,217429,222.62224,217429,52,217429,65303,217430,
2070,217439,222.46848,217439,54,217439,65286,217440,
2140,217461,222.16096000000002,217461,54,217461,65274,217462,
2101,217469,222.0072,217469,54,217469,65233,217470,
2160,217489,221.85344,217489,54,217489,65238,217490,
2160,217501,221.39216000000002,217501,53,217501,65254,217502,
2086,217515,221.31528,217515,53,217515,65293,217516,
2096,217521,221.2384,217521,53,217521,65189,217522,
1968,217539,221.00776,217539,54,217539,65264,217540,
1979,217547,220.77712,217547,53,217547,65274,217548,
