ECG_VALUE,ECG_TIME,BPM_VALUE,BPM_TIME,AUX_VALUE,AUX_TIME,PPG_VALUE,PPG_TIME
2141,245489,50.334160000000004,245489,53,245489,64810,245490,
2096,245499,50.41104,245499,54,245499,64807,245500,
2085,245501,50.25728,245501,53,245501,64807,245500,
2159,245509,50.334160000000004,245509,54,245509,64807,245500,
2183,245535,50.64168,245535,58,245535,64840,245529,
2161,245541,50.64168,245541,57,245541,64755,245539,
2251,245551,51.02608,245551,58,245551,64755,245549,
2241,245555,51.10296,245555,58,245555,64755,245549,
2283,245569,51.25672000000001,245569,56,245569,64788,245569,
2277,245571,51.25672000000001,245571,57,245571,64788,245569,
2242,245575,51.3336,245575,57,245575,64788,245569,
2193,245585,51.564240000000005,245585,57,245585,64794,245579,
2041,245601,51.717999999999996,245601,55,245601,64748,245602,
2040,245607,51.564240000000005,245607,54,245607,64748,245602,
2042,245609,51.64112000000001,245609,55,245609,64784,245609,
1940,245617,51.64112000000001,245617,54,245617,64731,245617,
1886,245625,51.64112000000001,245625,54,245625,64651,245626,
1885,245627,51.564240000000005,245627,54,245627,64651,245626,
1880,245629,51.64112000000001,245629,54,245629,64622,245629,
1883,245651,51.64112000000001,245651,53,245651,64246,245652,
1862,245659,51.64112000000001,245659,53,245659,64217,245657,
1858,245661,51.564240000000005,245661,52,245661,64146,245662,
1942,245669,51.64112000000001,245669,53,245669,64086,245669,
1958,245671,51.564240000000005,245671,53,245671,64045,245671,
1957,245677,51.48736,245677,53,245677,64045,245671,
2094,245711,51.41048,245711,52,245711,64148,245711,
2010,245719,51.179840000000006,245719,52,245719,64175,245719,
2001,245721,51.179840000000006,245721,52,245721,64210,245721,
2076,245727,51.10296,245727,53,245727,64210,245721,
2064,245761,50.795440000000006,245761,51,245761,64378,245761,
2082,245769,50.64168,245769,52,245769,64418,245769,
2085,245771,50.718560000000004,245771,52,245771,64431,245771,
2086,245777,50.564800000000005,245777,52,245777,64431,245771,
2065,245787,50.564800000000005,245787,52,245787,64479,245781,
2097,245791,50.64168,245791,53,245791,64486,245791,
2036,245801,50.41104,245801,52,245801,64497,245801,
2100,245811,50.48792,245811,53,245811,64515,245811,
2061,245821,50.334160000000004,245821,53,245821,64532,245821,
2070,245827,50.48792,245827,53,245827,64532,245821,
2088,245829,50.48792,245829,53,245829,64554,245829,
2051,245841,50.334160000000004,245841,53,245841,64586,245841,
2080,245851,50.334160000000004,245851,53,245851,64606,245851,
2032,245861,50.41104,245861,54,245861,64594,245861,
2096,245869,50.334160000000004,245869,54,245869,64631,245869,
2110,245889,50.25728,245889,53,245889,64613,245889,
2058,245897,50.180400000000006,245897,53,245897,64663,245891,
2051,245899,50.334160000000004,245899,53,245899,64670,245900,
2112,245909,50.334160000000004,245909,53,245909,64679,245909,
2067,245915,50.180400000000006,245915,53,245915,64679,245909,
2090,245941,49.949760000000005,245941,53,245941,64691,245939,
2121,245945,50.25728,245945,53,245945,64691,245939,
2152,245955,50.180400000000006,245955,53,245955,64693,245949,
2113,245959,50.02664,245959,52,245959,64698,245959,
2100,245961,49.949760000000005,245961,53,245961,64698,245959,
2117,245967,49.87288,245967,53,245967,64660,245967,
2130,245969,49.949760000000005,245969,53,245969,64683,245969,
2138,245971,50.02664,245971,53,245971,64683,245969,
2116,245977,49.87288,245977,53,245977,64645,245977,
2082,245981,49.796,245981,53,245981,64663,245979,
2105,245989,49.796,245989,52,245989,64656,245989,
2007,246011,49.719120000000004,246011,51,246011,64647,246009,
1972,246021,49.565360000000005,246021,52,246021,64640,246019,
2012,246025,49.719120000000004,246025,51,246025,64640,246019,
2033,246027,49.719120000000004,246027,53,246027,64653,246027,
2057,246029,49.565360000000005,246029,52,246029,64656,246029,
2076,246031,49.64224,246031,52,246031,64656,246029,
2026,246037,49.64224,246037,53,246037,64643,246037,
1997,246039,49.4116,246039,53,246039,64670,246039,
2071,246051,49.334720000000004,246051,52,246051,64679,246049,
2048,246057,49.334720000000004,246057,52,246057,64679,246057,
2079,246069,49.334720000000004,246069,53,246069,64682,246069,
2124,246095,49.10408,246095,53,246095,64691,246096,
2198,246099,49.25784,246099,53,246099,64698,246099,
2711,246107,49.180960000000006,246107,54,246107,64648,246102,
2922,246111,49.10408,246111,53,246111,64673,246112,
2972,246115,49.10408,246115,54,246115,64673,246112,
2920,246117,49.180960000000006,246117,53,246117,64673,246112,
2814,246119,49.0272,246119,53,246119,64736,246119,
2640,246121,49.180960000000006,246121,53,246121,64707,246122,
1261,246131,48.950320000000005,246131,53,246131,64720,246132,
1002,246135,49.10408,246135,53,246135,64720,246132,
1024,246137,49.10408,246137,53,246137,64744,246137,
1929,246151,48.87344,246151,53,246151,64711,246151,
2138,246187,48.6428,246187,53,246187,64749,246181,
2127,246191,48.79656,246191,52,246191,64762,246191,
2077,246197,48.6428,246197,53,246197,64762,246191,
2067,246199,48.6428,246199,52,246199,64757,246199,
2149,246209,48.565920000000006,246209,53,246209,64767,246209,
2141,246229,48.6428,246229,53,246229,64785,246229,
2085,246241,48.565920000000006,246241,53,246241,64771,246241,
2139,246267,48.48904,246267,55,246267,64738,246261,
2172,246269,48.48904,246269,56,246269,64722,246269,
2150,246281,48.79656,246281,56,246281,64696,246281,
2226,246317,49.180960000000006,246317,58,246317,64737,246311,
2216,246319,49.4116,246319,58,246319,64742,246319,
2235,246331,49.4116,246331,57,246331,64724,246331,
2128,246341,49.64224,246341,56,246341,64739,246341,
2134,246351,49.565360000000005,246351,56,246351,64742,246351,
1971,246359,49.719120000000004,246359,55,246359,64692,246359,
1900,246389,49.796,246389,53,246389,64385,246390,
1893,246391,49.64224,246391,53,246391,64385,246390,
1847,246396,49.796,246396,53,246396,64385,246390,
1916,246407,49.64224,246407,53,246407,64229,246400,
1956,246411,49.64224,246411,53,246411,64111,246409,
1927,246417,49.64224,246417,53,246417,64053,246417,
1902,246419,49.64224,246419,52,246419,64008,246419,
2014,246429,49.64224,246429,52,246429,64054,246429,
2045,246447,49.334720000000004,246447,52,246447,64009,246447,
2066,246449,49.334720000000004,246449,52,246449,64042,246449,
2080,246451,49.4116,246451,52,246451,64042,246449,
2054,246455,49.25784,246455,52,246455,64042,246449,
2032,246465,49.334720000000004,246465,53,246465,64071,246459,
2060,246467,49.334720000000004,246467,52,246467,64085,246467,
2082,246469,49.180960000000006,246469,52,246469,64100,246469,
2095,246489,49.10408,246489,52,246489,64183,246489,
2107,246491,49.0272,246491,52,246491,64183,246489,
2078,246495,49.0272,246495,52,246495,64183,246489,
2026,246501,48.950320000000005,246501,52,246501,64254,246499,
2037,246521,48.719680000000004,246521,51,246521,64353,246520,
2120,246529,48.719680000000004,246529,52,246529,64394,246530,
2038,246539,48.719680000000004,246539,52,246539,64428,246540,
2036,246541,48.719680000000004,246541,52,246541,64428,246540,
2089,246546,48.719680000000004,246546,52,246546,64490,246546,
2019,246561,48.48904,246561,52,246561,64491,246560,
2088,246569,48.6428,246569,53,246569,64524,246570,
2044,246581,48.565920000000006,246581,53,246581,64556,246580,
2063,246596,48.41216,246596,53,246596,64572,246596,
2101,246611,48.48904,246611,53,246611,64553,246610,
2062,246616,48.565920000000006,246616,53,246616,64548,246616,
2032,246619,48.565920000000006,246619,53,246619,64554,246620,
2082,246641,48.335280000000004,246641,53,246641,64540,246640,
2123,246646,48.565920000000006,246646,53,246646,64574,246646,
2131,246656,48.335280000000004,246656,54,246656,64592,246656,
2106,246659,48.41216,246659,53,246659,64573,246660,
2104,246679,48.335280000000004,246679,53,246679,64585,246680,
2136,246691,48.335280000000004,246691,53,246691,64585,246690,
2098,246696,48.2584,246696,52,246696,64602,246696,
1946,246719,47.950880000000005,246719,53,246719,64581,246716,
1960,246721,47.950880000000005,246721,53,246721,64562,246721,
2032,246727,48.02776,246727,53,246727,64562,246721,
2045,246729,48.02776,246729,52,246729,64644,246729,
2066,246747,47.950880000000005,246747,53,246747,64612,246741,
2044,246757,47.79712,246757,53,246757,64600,246751,
2011,246761,47.79712,246761,53,246761,64640,246761,
2058,246767,47.950880000000005,246767,53,246767,64640,246761,
2076,246771,47.874,246771,53,246771,64586,246770,
2028,246781,47.720240000000004,246781,53,246781,64618,246781,
2093,246789,47.79712,246789,53,246789,64658,246789,
2038,246801,47.720240000000004,246801,53,246801,64643,246801,
2865,246821,47.566480000000006,246821,53,246821,64650,246821,
2953,246827,47.41272,246827,53,246827,64650,246821,
2852,246829,47.41272,246829,53,246829,64620,246829,
2667,246831,47.566480000000006,246831,53,246831,64657,246831,
1750,246837,47.41272,246837,53,246837,64657,246831,
1148,246841,47.79712,246841,53,246841,64647,246840,
960,246845,47.4896,246845,52,246845,64647,246840,
1037,246847,47.335840000000005,246847,53,246847,64658,246847,
1877,246861,47.335840000000005,246861,52,246861,64710,246859,
2115,246871,47.335840000000005,246871,53,246871,64690,246869,
2086,246879,47.335840000000005,246879,53,246879,64664,246879,
2083,246881,47.335840000000005,246881,53,246881,64664,246879,
2100,246885,47.18208,246885,52,246885,64664,246879,
2140,246891,47.25896,246891,53,246891,64656,246889,
2131,246895,47.1052,246895,53,246895,64656,246889,
2129,246907,46.951440000000005,246907,53,246907,64691,246907,
2080,246919,46.951440000000005,246919,53,246919,64681,246919,
2083,246921,47.1052,246921,53,246921,64681,246919,
2155,246931,47.1052,246931,53,246931,64682,246929,
2085,246939,46.951440000000005,246939,53,246939,64690,246939,
2091,246941,46.87456,246941,53,246941,64690,246939,
2126,246955,46.87456,246955,53,246955,64678,246949,
2180,246969,46.87456,246969,53,246969,64688,246969,
2138,246977,46.79768,246977,54,246977,64661,246977,
2115,246979,47.1052,246979,54,246979,64691,246979,
2227,246991,47.02832,246991,56,246991,64698,246989,
2155,247001,47.25896,247001,57,247001,64699,247002,
2243,247007,47.41272,247007,56,247007,64731,247007,
2267,247009,47.335840000000005,247009,57,247009,64731,247007,
2286,247011,47.335840000000005,247011,57,247011,64731,247007,
2245,247025,47.41272,247025,58,247025,64689,247022,
2189,247037,47.874,247037,57,247037,64682,247032,
2224,247047,47.874,247047,57,247047,64727,247047,
2198,247051,47.874,247051,56,247051,64686,247052,
2073,247057,48.02776,247057,56,247057,64686,247052,
2051,247059,47.874,247059,56,247059,64723,247059,
1861,247081,48.10464,247081,54,247081,64546,247082,
1818,247097,48.02776,247097,54,247097,64371,247097,
1903,247109,47.79712,247109,53,247109,64176,247109,
1904,247111,47.950880000000005,247111,53,247111,64106,247111,
1872,247119,47.874,247119,53,247119,64043,247119,
1876,247121,47.874,247121,53,247121,64004,247121,
1952,247127,47.950880000000005,247127,53,247127,64004,247121,
1972,247129,47.874,247129,53,247129,63970,247129,
1960,247137,47.79712,247137,52,247137,63964,247131,
2100,247171,47.566480000000006,247171,52,247171,64051,247171,
2052,247177,47.566480000000006,247177,53,247177,64051,247171,
2036,247179,47.4896,247179,52,247179,64097,247179,
2078,247191,47.335840000000005,247191,52,247191,64144,247191,
2044,247201,47.25896,247201,51,247201,64207,247201,
2033,247219,47.18208,247219,51,247219,64239,247219,
2049,247237,47.1052,247237,52,247237,64300,247231,
2022,247241,46.951440000000005,247241,52,247241,64330,247241,
2104,247247,46.951440000000005,247247,53,247247,64330,247241,
2130,247249,46.951440000000005,247249,52,247249,64365,247249,
2089,247271,46.87456,247271,53,247271,64464,247271,
2101,247291,46.79768,247291,53,247291,64499,247291,
2041,247299,46.87456,247299,53,247299,64525,247299,
2032,247301,46.87456,247301,53,247301,64537,247301,
2076,247307,46.79768,247307,53,247307,64537,247301,
2096,247309,46.79768,247309,54,247309,64526,247309,
2110,247311,46.720800000000004,247311,53,247311,64565,247311,
2045,247359,46.79768,247359,53,247359,64569,247359,
2037,247361,46.720800000000004,247361,53,247361,64569,247359,
2111,247369,46.64392,247369,53,247369,64558,247369,
2098,247387,46.64392,247387,53,247387,64600,247387,
2096,247401,46.49016,247401,52,247401,64606,247399,
2159,247415,46.49016,247415,53,247415,64577,247409,
2113,247421,46.25952,247421,53,247421,64571,247419,
2154,247425,46.41328,247425,53,247425,64571,247419,
2180,247427,46.336400000000005,247427,53,247427,64576,247427,
2193,247429,46.25952,247429,52,247429,64566,247429,
2072,247441,46.336400000000005,247441,53,247441,64559,247439,
2120,247445,46.18264,247445,53,247445,64559,247439,
2139,247447,46.18264,247447,52,247447,64585,247447,
2148,247449,46.25952,247449,53,247449,64555,247449,
2134,247451,46.25952,247451,53,247451,64555,247449,
1958,247477,46.105760000000004,247477,52,247477,64587,247477,
2006,247487,46.02888,247487,53,247487,64606,247487,
2018,247495,46.02888,247495,53,247495,64603,247492,
2016,247497,46.02888,247497,53,247497,64603,247492,
2016,247499,45.952000000000005,247499,52,247499,64647,247499,
2028,247515,45.87512,247515,53,247515,64613,247515,
2075,247525,45.87512,247525,53,247525,64587,247522,
2097,247527,45.79824,247527,53,247527,64587,247522,
2033,247537,45.87512,247537,53,247537,64676,247537,
2019,247539,45.721360000000004,247539,53,247539,64676,247537,
2024,247555,45.79824,247555,53,247555,64649,247556,
2143,247561,45.64448,247561,53,247561,64682,247562,
2776,247571,45.26008,247571,53,247571,64649,247572,
3003,247577,45.567600000000006,247577,53,247577,64649,247572,
2232,247589,45.41384,247589,53,247589,64659,247589,
925,247597,45.49072,247597,52,247597,64672,247591,
822,247599,45.567600000000006,247599,52,247599,64679,247599,
1789,247611,45.49072,247611,53,247611,64708,247611,
2120,247627,45.336960000000005,247627,53,247627,64715,247621,
2137,247631,45.41384,247631,53,247631,64715,247631,
2061,247637,45.26008,247637,53,247637,64715,247631,
2045,247641,45.106320000000004,247641,53,247641,64718,247641,
2129,247647,45.336960000000005,247647,54,247647,64718,247641,
2146,247649,45.26008,247649,53,247649,64733,247649,
2141,247651,45.02944,247651,53,247651,64720,247651,
2089,247659,45.02944,247659,53,247659,64732,247659,
2075,247679,45.1832,247679,53,247679,64708,247679,
2153,247691,45.106320000000004,247691,53,247691,64682,247691,
2133,247707,44.952560000000005,247707,53,247707,64661,247701,
2149,247709,44.87568,247709,54,247709,64675,247709,
2155,247711,45.02944,247711,53,247711,64661,247711,
2143,247717,44.952560000000005,247717,53,247717,64661,247711,
2129,247719,44.952560000000005,247719,53,247719,64682,247719,
2116,247721,45.106320000000004,247721,54,247721,64695,247721,
2176,247731,45.106320000000004,247731,55,247731,64697,247731,
2121,247741,45.336960000000005,247741,57,247741,64711,247741,
2193,247747,45.336960000000005,247747,58,247747,64711,247741,
2224,247749,45.41384,247749,58,247749,64722,247749,
2239,247751,45.49072,247751,57,247751,64717,247751,
2246,247771,45.64448,247771,58,247771,64730,247771,
2289,247789,45.952000000000005,247789,57,247789,64703,247789,
2288,247791,45.87512,247791,57,247791,64750,247791,
2161,247805,46.02888,247805,56,247805,64744,247800,
2172,247811,45.87512,247811,56,247811,64688,247810,
2086,247816,45.952000000000005,247816,54,247816,64688,247810,
2062,247817,46.02888,247817,55,247817,64660,247818,
1958,247831,46.105760000000004,247831,54,247831,64543,247830,
1852,247849,46.105760000000004,247849,53,247849,64214,247849,
1814,247857,45.952000000000005,247857,53,247857,64168,247857,
1828,247859,45.952000000000005,247859,53,247859,64112,247859,
1913,247869,46.105760000000004,247869,53,247869,63987,247869,
1985,247891,45.79824,247891,52,247891,63863,247889,
1984,247895,45.87512,247895,52,247895,63863,247889,
1978,247897,45.952000000000005,247897,53,247897,63867,247897,
1966,247899,45.952000000000005,247899,53,247899,63862,247899,
2034,247917,45.79824,247917,52,247917,63926,247917,
2048,247927,45.64448,247927,53,247927,63959,247927,
2035,247935,45.721360000000004,247935,53,247935,64001,247929,
2017,247937,45.64448,247937,52,247937,64010,247937,
2065,247947,45.49072,247947,52,247947,64067,247947,
2088,247949,45.567600000000006,247949,52,247949,64121,247949,
2107,247951,45.49072,247951,52,247951,64121,247949,
2020,247961,45.41384,247961,52,247961,64184,247962,
2077,247967,45.49072,247967,52,247967,64184,247962,
2094,247971,45.336960000000005,247971,51,247971,64225,247972,
2076,247975,45.26008,247975,53,247975,64225,247972,
2073,247977,45.336960000000005,247977,52,247977,64298,247977,
2065,247981,45.336960000000005,247981,52,247981,64268,247982,
2104,247989,45.02944,247989,52,247989,64345,247989,
2024,248001,45.106320000000004,248001,52,248001,64326,248002,
2104,248007,45.02944,248007,52,248007,64326,248002,
2016,248021,44.952560000000005,248021,53,248021,64462,248022,
2088,248027,45.106320000000004,248027,53,248027,64462,248022,
2034,248039,45.02944,248039,53,248039,64450,248039,
2030,248041,45.02944,248041,53,248041,64480,248041,
2071,248047,45.106320000000004,248047,53,248047,64480,248041,
2093,248049,44.952560000000005,248049,54,248049,64484,248049,
2102,248051,44.952560000000005,248051,53,248051,64509,248051,
2073,248067,44.87568,248067,53,248067,64537,248061,
2038,248081,44.7988,248081,53,248081,64580,248081,
2097,248089,44.952560000000005,248089,53,248089,64577,248089,
2034,248099,44.87568,248099,53,248099,64597,248099,
2035,248101,44.87568,248101,53,248101,64593,248101,
2091,248109,44.952560000000005,248109,53,248109,64606,248109,
2090,248111,44.87568,248111,53,248111,64590,248111,
2057,248117,44.87568,248117,53,248117,64590,248111,
2096,248131,44.7988,248131,53,248131,64581,248131,
2104,248151,44.64504,248151,53,248151,64583,248151,
2152,248169,44.721920000000004,248169,53,248169,64568,248169,
2153,248181,44.64504,248181,52,248181,64538,248181,
2169,248187,44.49128,248187,53,248187,64538,248181,
2174,248189,44.64504,248189,53,248189,64548,248189,
2097,248201,44.49128,248201,53,248201,64578,248201,
1961,248241,44.26064,248241,53,248241,64620,248241,
2018,248251,44.26064,248251,52,248251,64642,248251,
2003,248257,44.18376,248257,53,248257,64642,248251,
1994,248259,44.106880000000004,248259,53,248259,64654,248260,
2016,248301,43.79936,248301,53,248301,64618,248299,
2022,248321,43.87624,248321,53,248321,64690,248319,
2108,248325,43.87624,248325,53,248325,64690,248319,
2186,248327,43.87624,248327,52,248327,64660,248327,
2702,248337,43.722480000000004,248337,53,248337,64646,248337,
2891,248341,43.6456,248341,54,248341,64664,248339,
2337,248355,43.6456,248355,53,248355,64664,248349,
819,248365,43.56872,248365,52,248365,64633,248359,
1577,248375,43.49184,248375,52,248375,64636,248369,
1716,248377,43.56872,248377,53,248377,64636,248377,
2056,248401,43.49184,248401,52,248401,64649,248399,
2089,248415,43.41496,248415,53,248415,64642,248409,
2081,248417,43.338080000000005,248417,53,248417,64639,248417,
2081,248421,43.338080000000005,248421,53,248421,64667,248419,
2115,248435,43.18432,248435,53,248435,64652,248432,
2096,248445,43.107440000000004,248445,53,248445,64656,248442,
2134,248455,43.2612,248455,53,248455,64611,248452,
2121,248457,43.18432,248457,53,248457,64611,248452,
2101,248459,43.107440000000004,248459,54,248459,64711,248459,
2100,248467,43.18432,248467,54,248467,64713,248467,
2120,248469,43.03056,248469,53,248469,64713,248467,
2173,248515,43.41496,248515,57,248515,64714,248515,
2138,248519,43.49184,248519,57,248519,64626,248519,
2148,248521,43.41496,248521,57,248521,64728,248522,
2228,248525,43.56872,248525,58,248525,64728,248522,
2262,248527,43.6456,248527,58,248527,64733,248527,
2210,248539,43.87624,248539,58,248539,64705,248539,
2208,248541,43.79936,248541,57,248541,64701,248541,
2270,248547,43.87624,248547,57,248547,64701,248541,
2274,248551,43.79936,248551,57,248551,64712,248551,
2202,248557,44.03,248557,57,248557,64712,248551,
2178,248559,43.953120000000006,248559,57,248559,64705,248559,
2102,248577,44.106880000000004,248577,56,248577,64704,248571,
2053,248589,44.106880000000004,248589,54,248589,64667,248589,
1906,248599,44.03,248599,54,248599,64605,248599,
1890,248609,44.03,248609,54,248609,64443,248609,
1859,248641,44.03,248641,53,248641,63922,248641,
1956,248649,43.953120000000006,248649,52,248649,63888,248649,
2004,248669,43.722480000000004,248669,52,248669,63887,248669,
1996,248677,43.722480000000004,248677,53,248677,63904,248671,
2001,248679,43.87624,248679,53,248679,63929,248679,
2005,248681,43.953120000000006,248681,53,248681,63944,248681,
2011,248701,43.722480000000004,248701,53,248701,64035,248701,
2069,248707,43.49184,248707,52,248707,64035,248701,
2093,248709,43.49184,248709,52,248709,64073,248709,
2031,248719,43.49184,248719,52,248719,64124,248719,
2038,248721,43.49184,248721,52,248721,64174,248721,
2075,248727,43.41496,248727,52,248727,64174,248721,
2067,248741,43.2612,248741,52,248741,64286,248740,
2083,248745,43.41496,248745,52,248745,64286,248740,
2088,248749,43.18432,248749,52,248749,64297,248750,
2041,248757,43.107440000000004,248757,52,248757,64312,248758,
2027,248759,43.18432,248759,52,248759,64340,248760,
2006,248781,43.03056,248781,52,248781,64374,248779,
2110,248791,42.953680000000006,248791,53,248791,64476,248789,
2056,248799,43.03056,248799,53,248799,64507,248799,
2088,248811,43.107440000000004,248811,53,248811,64510,248809,
2076,248817,42.953680000000006,248817,53,248817,64485,248817,
2085,248829,43.03056,248829,52,248829,64498,248829,
2061,248877,42.723040000000005,248877,53,248877,64512,248877,
2045,248879,42.953680000000006,248879,53,248879,64536,248879,
2106,248891,42.8768,248891,53,248891,64551,248889,
2084,248907,42.56928,248907,53,248907,64537,248902,
2098,248909,42.64616,248909,53,248909,64581,248909,
2097,248911,42.79992,248911,53,248911,64529,248912,
2100,248925,42.56928,248925,53,248925,64486,248922,
2123,248929,42.56928,248929,50,248929,64587,248929,
2136,248949,42.4924,248949,52,248949,64579,248949,
2126,248951,42.4924,248951,53,248951,64537,248952,
2116,248961,42.4924,248961,53,248961,64566,248962,
2186,248967,42.338640000000005,248967,53,248967,64566,248962,
2101,248981,42.26176,248981,53,248981,64555,248981,
2122,248989,42.338640000000005,248989,53,248989,64550,248989,
2110,249007,42.18488,249007,53,249007,64582,249001,
1941,249021,42.03112,249021,52,249021,64623,249021,
1995,249031,41.87736,249031,53,249031,64629,249031,
2018,249037,42.03112,249037,53,249037,64629,249031,
2025,249039,41.954240000000006,249039,53,249039,64635,249039,
2049,249061,41.87736,249061,52,249061,64628,249061,
2056,249081,41.954240000000006,249081,53,249081,64636,249081,
2762,249119,41.723600000000005,249119,53,249119,64611,249119,
2849,249121,41.56984,249121,54,249121,64597,249121,
2737,249131,41.56984,249131,54,249131,64615,249131,
1888,249137,41.41608,249137,53,249137,64615,249131,
1535,249139,41.492960000000004,249139,54,249139,64628,249139,
1284,249151,41.339200000000005,249151,53,249151,64639,249151,
2130,249191,41.18544,249191,53,249191,64672,249191,
2128,249197,41.339200000000005,249197,53,249197,64672,249191,
2110,249199,41.339200000000005,249199,53,249199,64681,249200,
2130,249211,41.108560000000004,249211,53,249211,64649,249210,
2084,249217,41.108560000000004,249217,53,249217,64631,249218,
2064,249219,41.18544,249219,53,249219,64653,249220,
2158,249231,41.03168,249231,54,249231,64656,249230,
2116,249236,41.108560000000004,249236,53,249236,64656,249230,
2116,249247,40.9548,249247,54,249247,64636,249247,
2150,249251,41.03168,249251,53,249251,64645,249249,
2113,249257,41.108560000000004,249257,53,249257,64691,249257,
2158,249267,40.9548,249267,53,249267,64668,249267,
2154,249279,41.03168,249279,54,249279,64669,249279,
2142,249281,41.108560000000004,249281,54,249281,64669,249279,
2171,249287,41.26232,249287,55,249287,64637,249287,
2192,249289,41.18544,249289,56,249289,64681,249289,
2204,249291,41.18544,249291,56,249291,64681,249289,
2161,249301,41.339200000000005,249301,58,249301,64641,249299,
2206,249347,41.80048,249347,56,249347,64633,249347,
2211,249349,41.87736,249349,56,249349,64639,249349,
2205,249351,41.954240000000006,249351,56,249351,64639,249349,
2062,249365,41.954240000000006,249365,54,249365,64651,249359,
1884,249391,41.954240000000006,249391,53,249391,64296,249392,
1828,249401,41.954240000000006,249401,53,249401,64182,249402,
1865,249405,41.87736,249405,53,249405,64182,249402,
1880,249407,41.80048,249407,53,249407,64182,249402,
1896,249409,41.80048,249409,54,249409,64205,249409,
1876,249419,41.80048,249419,52,249419,64077,249419,
1945,249427,41.87736,249427,52,249427,63987,249422,
2036,249451,41.56984,249451,52,249451,63941,249451,
1998,249461,41.723600000000005,249461,52,249461,63977,249461,
2091,249469,41.56984,249469,52,249469,63994,249469,
2086,249471,41.64672,249471,53,249471,64037,249471,
2001,249477,41.41608,249477,52,249477,64037,249471,
2125,249487,41.339200000000005,249487,52,249487,64103,249481,
1997,249501,41.41608,249501,52,249501,64229,249501,
2052,249519,41.26232,249519,52,249519,64286,249519,
2036,249521,41.26232,249521,52,249521,64262,249522,
2079,249525,41.108560000000004,249525,52,249525,64262,249522,
2038,249541,41.18544,249541,53,249541,64350,249542,
2092,249547,41.03168,249547,53,249547,64350,249542,
2100,249549,41.18544,249549,53,249549,64373,249549,
2024,249559,41.108560000000004,249559,53,249559,64390,249560,
2080,249566,40.9548,249566,52,249566,64390,249560,
2023,249577,41.03168,249577,53,249577,64454,249578,
2020,249579,41.03168,249579,53,249579,64450,249580,
2032,249581,41.108560000000004,249581,54,249581,64450,249580,
2078,249586,41.03168,249586,53,249586,64450,249580,
2112,249591,40.9548,249591,53,249591,64484,249590,
2078,249596,41.108560000000004,249596,53,249596,64484,249590,
2061,249597,41.03168,249597,53,249597,64498,249598,
2033,249599,40.9548,249599,53,249599,64502,249600,
2019,249621,41.03168,249621,53,249621,64530,249620,
2068,249626,41.03168,249626,53,249626,64530,249620,
2048,249657,40.80104,249657,53,249657,64572,249658,
2118,249671,41.108560000000004,249671,53,249671,64503,249670,
2082,249676,40.9548,249676,53,249676,64503,249670,
2149,249689,41.03168,249689,53,249689,64534,249690,
2139,249691,40.80104,249691,53,249691,64534,249690,
2105,249697,40.9548,249697,54,249697,64509,249698,
2091,249699,40.9548,249699,53,249699,64540,249700,
2203,249709,40.80104,249709,53,249709,64525,249710,
2205,249711,40.80104,249711,53,249711,64525,249710,
2158,249716,40.9548,249716,53,249716,64525,249710,
2075,249739,40.5704,249739,52,249739,64561,249740,
2077,249741,40.724160000000005,249741,53,249741,64561,249740,
2078,249751,40.724160000000005,249751,53,249751,64555,249749,
2006,249755,40.724160000000005,249755,53,249755,64555,249749,
1992,249757,40.724160000000005,249757,52,249757,64536,249757,
1977,249759,40.64728,249759,52,249759,64554,249759,
2001,249779,40.5704,249779,53,249779,64524,249779,
2057,249791,40.339760000000005,249791,53,249791,64538,249789,
2069,249807,40.339760000000005,249807,52,249807,64547,249807,
2048,249817,40.339760000000005,249817,53,249817,64553,249817,
2096,249827,40.41664,249827,53,249827,64564,249827,
2100,249829,40.26288,249829,53,249829,64593,249829,
2082,249831,40.03224,249831,53,249831,64593,249829,
2085,249845,40.186,249845,53,249845,64582,249842,
2131,249849,40.109120000000004,249849,53,249849,64632,249849,
2158,249851,40.186,249851,53,249851,64587,249852,
2260,249855,40.186,249855,53,249855,64587,249852,
2331,249857,40.186,249857,53,249857,64636,249857,
2534,249861,40.339760000000005,249861,54,249861,64583,249862,
2888,249867,40.109120000000004,249867,54,249867,64583,249862,
3008,249871,40.109120000000004,249871,54,249871,64643,249869,
1554,249901,40.03224,249901,53,249901,64632,249899,
1837,249905,39.95536,249905,53,249905,64619,249906,
1922,249907,39.95536,249907,52,249907,64619,249906,
1982,249909,40.186,249909,53,249909,64595,249909,
2110,249921,39.95536,249921,52,249921,64659,249922,
2147,249929,39.95536,249929,53,249929,64673,249927,
2123,249931,39.8016,249931,54,249931,64602,249932,
2076,249941,39.87848,249941,53,249941,64638,249941,
2144,249949,39.8016,249949,53,249949,64643,249949,
2100,249961,39.95536,249961,53,249961,64669,249961,
2093,249977,39.724720000000005,249977,52,249977,64682,249971,
2075,249979,39.57096,249979,53,249979,64678,249979,
2134,249991,39.64784,249991,53,249991,64676,249991,
2160,250007,39.64784,250007,53,250007,64666,250001,
2174,250031,39.8016,250031,56,250031,64678,250031,
2157,250041,39.87848,250041,57,250041,64644,250041,
2266,250049,39.95536,250049,57,250049,64643,250049,
2262,250051,39.95536,250051,57,250051,64638,250051,
2195,250061,40.03224,250061,57,250061,64615,250061,
